round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1,156.25221540000348,100,68,25
1,0.1004,113.41228540000156,100,87,58
2,0.1766,91.12629409998772,100,90,71
3,0.1448,85.79331099998672,100,92,77
4,0.1038,86.835407999999,100,93,86
5,0.1001,82.98713439999847,100,93,91
6,0.1,83.85320839998894,100,93,93
7,0.1,85.12765450000006,100,93,95
8,0.1,84.97654509999848,100,93,96
9,0.1,85.03982080001151,100,93,96
10,0.1,84.40373920000275,100,93,96
11,0.1,83.61176620000333,100,95,97
12,0.1012,82.16548340000736,100,95,98
13,0.1102,82.55602960000397,100,95,99
14,0.1316,83.33678460000374,100,95,100
15,0.1661,81.8213609999948,100,95,100
16,0.2032,81.32279120000021,100,95,100
17,0.228,81.8089031999989,100,95,100
18,0.2492,81.72670559999824,100,95,102
19,0.2617,82.23934650000592,100,95,102
20,0.2707,82.3047901999962,100,95,103
21,0.2753,80.9910530000052,100,95,103
22,0.278,81.33491380000487,100,95,104
23,0.2775,80.88678299999447,100,95,104
24,0.2789,81.21230040000228,100,95,104
25,0.3048,80.3507460999972,100,95,104
26,0.3515,81.50842090000515,100,95,104
27,0.3852,80.61968400000478,100,95,104
28,0.4158,81.45251790000475,100,95,104
29,0.4548,84.41909470000246,100,95,105
30,0.5195,81.03782530000899,100,95,107
31,0.5378,80.39621330000227,100,95,108
32,0.5851,80.35428839999076,100,95,109
33,0.5966,79.74968400000944,100,95,110
34,0.5834,81.7743996999925,100,95,112
35,0.6227,80.1536511000013,100,95,113
36,0.6041,80.17707370000426,100,95,115
37,0.6368,80.05119209999975,100,95,115
38,0.6429,78.70148060000793,100,95,116
39,0.648,78.4148331000033,100,95,116
40,0.6425,77.49201699999685,100,95,117
41,0.6505,76.83414300000004,100,95,119
42,0.6534,76.35259419999784,100,95,119
43,0.6564,76.41876209998736,100,95,122
44,0.6609,75.35153689999424,100,95,122
45,0.6657,77.04105960000015,100,96,122
46,0.6591,75.65702470000542,100,96,123
47,0.6597,75.4985902000044,100,96,123
48,0.6655,75.78735610000149,100,96,125
49,0.6663,76.7032409000094,100,96,125
