round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1,156.43994080000266,100,65,20
1,0.1,112.43275880000147,100,87,41
2,0.1,91.71530939999502,100,92,52
3,0.1,86.12989240000024,100,95,59
4,0.1,87.15069080000103,100,95,60
5,0.1,84.23521199999959,100,95,61
6,0.1,85.64436750000459,100,95,61
7,0.1,87.69865259999642,100,96,61
8,0.1,88.07723160000751,100,96,61
9,0.1002,87.43219150000368,100,96,62
10,0.1064,87.54818860000523,100,97,63
11,0.1298,86.31335130000662,100,97,63
12,0.1579,84.68553140001313,100,98,64
13,0.1708,85.6867149000027,100,98,64
14,0.1802,86.18201560000307,100,98,64
15,0.1864,84.96121850000054,100,98,64
16,0.1985,84.94458960001066,100,98,64
17,0.2305,84.72675580000214,100,98,64
18,0.2734,86.04941319998761,100,98,64
19,0.3302,86.67871910000395,100,98,65
20,0.3774,84.96256659999199,100,98,65
21,0.3934,84.41695279999112,100,98,65
22,0.3948,84.7648302000016,100,98,67
23,0.3918,84.30450699999346,100,98,67
24,0.3896,83.74182159999327,100,98,67
25,0.3878,83.80897850000474,100,98,67
26,0.3899,83.95637099999294,100,98,68
27,0.3927,84.16790979998768,100,98,68
28,0.4073,87.41418180000619,100,98,71
29,0.4432,84.05068390000088,100,98,74
30,0.4719,83.60712239998975,100,98,77
31,0.5046,82.18286580000131,100,98,78
32,0.5235,82.46167109999806,100,98,78
33,0.5466,84.16512940000393,100,98,80
34,0.5593,83.58134569998947,100,98,80
35,0.5935,82.82956430000195,100,99,83
36,0.6238,83.04247349999787,100,99,85
37,0.6253,81.128206399997,100,99,86
38,0.6465,81.05322269999306,100,99,89
39,0.646,79.99129570000514,100,99,92
40,0.6637,79.08097900000575,100,99,93
41,0.6503,78.9835097000032,100,99,95
42,0.6694,78.36677210000926,100,99,96
43,0.653,79.24835679998796,100,99,98
44,0.6743,78.01026849998743,100,99,104
45,0.6617,76.82777580000402,100,99,107
46,0.677,75.67245530000946,100,99,107
47,0.6757,77.62394669999776,100,99,111
48,0.6795,77.18249810000998,100,99,112
49,0.672,79.9619287999958,100,99,113
