round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1011,30.30056259999401,20,2,7
1,0.1862,29.00301060001948,20,6,10
2,0.1628,27.126286999991862,20,8,12
3,0.1044,26.045322599995416,20,10,14
4,0.2256,24.828071099997032,20,12,15
5,0.3509,24.1160816999909,20,16,15
6,0.5477,23.9905494999839,20,17,15
7,0.6087,22.039557299984153,20,17,16
8,0.6542,22.21997520001605,20,20,17
9,0.6513,21.53130339999916,20,20,18
10,0.6824,21.30629539999063,20,20,20
11,0.6752,20.872055499989074,20,20,20
12,0.6895,20.723688599973684,20,20,21
13,0.6837,20.617253600008553,20,20,21
14,0.704,20.755519700003788,20,20,21
15,0.7254,20.55665320000844,20,20,21
16,0.7291,19.981108999985736,20,20,21
17,0.7315,21.142345700005535,20,20,21
18,0.7365,20.700468299997738,20,20,21
19,0.7403,20.276222199987387,20,20,21
20,0.7441,20.541626099991845,20,20,21
21,0.7468,20.719766700000037,20,20,21
22,0.7449,20.66629340001964,20,20,21
23,0.7477,20.70391860001837,20,20,21
24,0.7478,20.42082389999996,20,20,21
25,0.7521,21.07348570000613,20,20,21
26,0.7569,20.11569830001099,20,20,21
27,0.7546,20.61268060002476,20,20,21
28,0.7612,20.88068539998494,20,20,21
29,0.7613,20.578667199995834,20,20,21
