round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1,86.43048449998605,100,65,20
1,0.1,78.32900659998995,100,87,41
2,0.1,75.60158129999763,100,92,52
3,0.1,72.5617290000082,100,95,59
4,0.1,70.80964540000423,100,95,60
5,0.1,72.04931200001738,100,95,61
6,0.1,71.73858070001006,100,95,61
7,0.1,71.69694240001263,100,96,61
8,0.1,72.01829810001072,100,96,61
9,0.1002,72.28826339999796,100,96,62
10,0.1064,72.13270070002181,100,97,63
11,0.1298,71.86866890001693,100,97,63
12,0.1579,72.28285439999308,100,98,64
13,0.1708,69.51508519999334,100,98,64
14,0.1802,71.87021449999884,100,98,64
15,0.1864,72.63242119998904,100,98,64
16,0.1985,72.51215940000839,100,98,64
17,0.2305,72.62488039999153,100,98,64
18,0.2734,72.2932548999961,100,98,64
19,0.3302,72.53666889999295,100,98,65
20,0.3774,72.675634299987,100,98,65
21,0.3934,72.65728690000833,100,98,65
22,0.3948,72.78032720001647,100,98,67
23,0.3919,71.63054509999347,100,98,67
24,0.3893,71.6765920999751,100,98,67
25,0.3878,71.98694110001088,100,98,67
26,0.3898,72.4266171999916,100,98,68
27,0.3927,72.05285150001873,100,98,68
28,0.4074,72.35340469999937,100,98,71
29,0.4434,71.46182979998412,100,98,74
