round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1,120.75401849999616,100,78,13
1,0.1,122.19966229998681,100,93,41
2,0.1,112.96292200000607,100,96,57
3,0.1,98.76066800000262,100,96,64
4,0.1,97.7306455999933,100,97,66
5,0.1,96.9422418000031,100,98,67
6,0.1,94.88566460000584,100,98,69
7,0.1,93.56086139999388,100,98,69
8,0.1,94.85573619999923,100,98,70
9,0.1,94.93677529999695,100,98,70
10,0.1,93.39762390000396,100,98,70
11,0.1,92.45066919999954,100,98,70
12,0.1001,97.35972930000571,100,99,70
13,0.107,103.8274434999912,100,99,70
14,0.1279,87.33279509999556,100,99,70
15,0.1527,98.27000370000314,100,99,70
16,0.1668,85.4004535000131,100,99,70
17,0.1825,90.15428530001373,100,99,70
18,0.2471,97.4093234000029,100,99,71
19,0.305,89.4983007999981,100,99,71
20,0.3443,87.86684100001003,100,99,71
21,0.38,90.12223140000424,100,99,74
22,0.4193,87.25641370000085,100,99,76
23,0.4508,87.78461579998839,100,99,76
24,0.4671,87.62542180001037,100,99,76
25,0.4675,90.58313440000347,100,99,78
26,0.4653,90.60609290000866,100,99,82
27,0.4751,86.5033276000031,100,99,84
28,0.4783,79.90691620000871,100,99,88
29,0.5094,79.44244389999949,100,99,90
