round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1,120.72416209999938,100,68,26
1,0.1,121.50898560001224,100,77,57
2,0.1,110.65462759998627,100,81,77
3,0.1,94.66846600000281,100,83,87
4,0.1,91.99052630001097,100,84,94
5,0.1001,90.79746450000675,100,85,97
6,0.1013,88.88167129999783,100,87,98
7,0.1065,88.24773660000938,100,87,98
8,0.1188,89.08417040000495,100,90,103
9,0.137,87.94534030000796,100,91,105
10,0.1603,86.28240450000158,100,94,105
11,0.18,84.97409859999607,100,95,106
12,0.1951,84.44640739999886,100,96,107
13,0.198,92.62554839999939,100,96,107
14,0.1957,91.54456920000666,100,97,107
15,0.1916,79.36804020000272,100,97,107
16,0.1885,90.87975690000167,100,97,108
17,0.1881,77.16396660001192,100,98,108
18,0.187,77.68861189999734,100,98,108
19,0.1872,91.67019880001317,100,98,108
20,0.1872,80.0825288000051,100,98,108
21,0.1894,79.4684794999921,100,98,108
22,0.1985,80.83813129999908,100,98,108
23,0.2137,81.14667519999784,100,98,108
24,0.2314,79.91783439999563,100,98,108
25,0.2471,80.3175814999995,100,98,108
26,0.2636,79.30391030000465,100,98,108
27,0.2747,82.64348610000161,100,98,108
28,0.292,83.81982770000468,100,98,110
29,0.3117,81.536434499998,100,98,111
