round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1183,48.98047310000402,20,6,3
1,0.2212,45.27100710000377,20,12,7
2,0.2806,41.90063510001346,20,17,9
3,0.4052,38.892310900002485,20,17,10
4,0.5329,38.35073929998907,20,18,10
5,0.5861,38.79796039999928,20,19,10
6,0.6047,38.33159400000295,20,19,10
7,0.6265,38.7153505999886,20,20,10
8,0.6808,37.43491390001145,20,20,10
9,0.6556,38.16618739999831,20,20,10
10,0.7165,37.53307099999802,20,20,10
11,0.6711,37.09253579999495,20,20,10
12,0.7089,37.448842600002536,20,20,10
13,0.7372,36.924473999999464,20,20,10
14,0.719,37.31849700000021,20,20,10
15,0.7445,37.54388480000489,20,20,10
16,0.7354,39.01710240000102,20,20,10
17,0.7513,43.26014959999884,20,20,10
18,0.7434,48.36534409999149,20,20,10
19,0.7557,34.4422104999976,20,20,10
20,0.7492,34.359748299990315,20,20,10
21,0.7643,34.92231910000555,20,20,10
22,0.7608,38.94075010000961,20,20,10
23,0.7695,44.520900500006974,20,20,10
24,0.7718,33.382148699995014,20,20,10
25,0.7728,33.93109060000279,20,20,10
26,0.7701,34.068301999999676,20,20,10
27,0.7762,34.49134989999584,20,20,10
28,0.7749,34.586203200000455,20,20,11
29,0.7833,36.00359800001024,20,20,11
