round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1,48.767078899996704,20,5,3
1,0.1,46.10156569999526,20,15,5
2,0.1,40.46136210000259,20,20,8
3,0.1,37.40277640000568,20,20,15
4,0.1,33.387937699997565,20,20,16
5,0.1025,32.338681900000665,20,20,16
6,0.2264,33.421611400000984,20,20,16
7,0.3305,32.60702009999659,20,20,16
8,0.501,33.646642599996994,20,20,16
9,0.5613,34.04710119999072,20,20,16
10,0.6297,32.67168660000607,20,20,16
11,0.654,33.17588640000031,20,20,16
12,0.6788,33.76392989998567,20,20,18
13,0.6935,31.746984199999133,20,20,18
14,0.6792,32.69318820000626,20,20,19
15,0.7014,31.79334540000127,20,20,19
16,0.6902,31.607380700006615,20,20,19
17,0.7061,31.71540109999478,20,20,19
18,0.7151,32.1542938999919,20,20,19
19,0.7228,33.49543249999988,20,20,19
20,0.7257,34.09404450000147,20,20,20
21,0.7286,37.72452020000492,20,20,20
22,0.7209,40.48599249999097,20,20,20
23,0.7315,28.993859499998507,20,20,20
24,0.7324,29.242652100001578,20,20,20
25,0.741,29.638993299988215,20,20,21
26,0.7256,29.872718100014026,20,20,21
27,0.7443,35.420226200003526,20,20,21
28,0.7432,35.28263610000431,20,20,21
29,0.7476,27.752352100011194,20,20,21
