round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.2775,2,6,9
1,0.5546,6,9,9
2,0.6931,6,9,9
3,0.7067,7,9,9
4,0.7489,7,9,9
5,0.7509,7,9,9
6,0.7602,7,9,9
7,0.773,7,9,9
8,0.7789,7,9,9
9,0.7825,7,9,9
10,0.7856,7,9,9
11,0.7941,7,9,9
12,0.7883,7,9,9
13,0.7949,7,9,9
14,0.7933,7,9,9
15,0.8055,7,9,9
16,0.7661,7,9,9
17,0.8146,7,9,9
18,0.7634,7,9,9
19,0.8147,7,9,9
20,0.7942,7,9,9
21,0.8213,7,9,9
22,0.7911,7,9,9
23,0.8306,7,9,9
24,0.7803,7,9,9
25,0.8277,7,9,9
26,0.8062,7,9,9
27,0.8331,7,9,9
28,0.8073,7,9,9
29,0.8373,7,9,9
30,0.7683,7,9,9
31,0.8354,7,9,9
32,0.8221,7,9,9
33,0.8405,7,9,9
34,0.632,7,12,9
35,0.8389,7,12,9
36,0.6352,7,12,9
37,0.8462,7,12,9
38,0.6873,7,12,9
39,0.8403,7,12,9
40,0.676,7,12,9
41,0.8464,7,12,9
42,0.723,7,12,9
43,0.8502,7,12,9
44,0.7327,7,12,9
45,0.8533,7,12,9
46,0.7301,7,12,9
47,0.8589,7,12,9
48,0.6972,7,12,9
49,0.8543,7,12,9
