round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1777,5,3,9
1,0.2379,5,3,9
2,0.235,5,3,9
3,0.2761,5,3,9
4,0.202,5,3,9
5,0.1,6,6,9
6,0.1,6,12,9
7,0.1,6,12,9
8,0.1,6,12,9
9,0.1,6,12,9
10,0.1,6,12,9
11,0.1,6,12,9
12,0.1,6,12,9
13,0.1,6,12,9
14,0.1,6,12,9
15,0.1,6,12,9
16,0.1,6,12,9
17,0.1,6,12,9
18,0.1,6,12,9
19,0.1,6,12,9
20,0.1,6,12,9
21,0.1,6,12,9
22,0.1,6,12,9
23,0.1,6,12,9
24,0.1,6,12,9
25,0.1,6,12,9
26,0.1,6,12,9
27,0.1,6,12,9
28,0.1,6,12,9
29,0.1,6,12,9
30,0.1,6,12,9
31,0.1,6,12,9
32,0.1,6,12,9
33,0.1,6,12,9
34,0.1,6,12,9
35,0.1,6,12,9
36,0.1,6,12,9
37,0.1,6,12,9
38,0.1,6,12,9
39,0.1,6,12,9
40,0.1,6,12,9
41,0.1,6,12,9
42,0.1,6,12,9
43,0.1,6,12,9
44,0.1,6,12,9
45,0.1,6,12,9
46,0.1,6,12,9
47,0.1,6,12,9
48,0.1,6,12,9
49,0.1,6,12,9
