round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.3628,2,5,9
1,0.4668,2,5,9
2,0.5786,5,6,9
3,0.5819,7,9,9
4,0.5839,8,9,9
5,0.5896,8,9,9
6,0.6002,8,9,9
7,0.5897,8,9,9
8,0.5977,8,9,9
9,0.6124,9,12,9
10,0.6167,9,12,9
11,0.6155,9,12,9
12,0.6232,9,12,9
13,0.6209,9,12,9
14,0.6299,9,12,9
15,0.6334,9,12,9
16,0.6252,9,12,9
17,0.6405,9,12,9
18,0.6364,9,12,9
19,0.6448,9,12,9
20,0.6431,9,12,9
21,0.6266,9,12,9
22,0.6391,9,12,9
23,0.6366,9,12,9
24,0.6354,9,12,9
25,0.6404,9,14,9
26,0.6413,9,14,9
27,0.6363,9,14,9
28,0.6371,9,14,9
29,0.6443,9,14,9
30,0.6379,9,14,9
31,0.6344,9,14,9
32,0.6393,9,14,9
33,0.6468,9,16,9
34,0.6468,9,16,9
35,0.6392,9,16,9
36,0.6369,9,16,9
37,0.6412,9,16,9
38,0.6505,9,16,9
39,0.6452,9,16,9
40,0.6487,9,16,9
41,0.6505,9,16,9
42,0.6437,9,16,9
43,0.6515,9,16,9
44,0.6471,9,16,9
45,0.6428,9,16,9
46,0.6474,9,16,9
47,0.6371,9,16,9
48,0.6493,9,16,9
49,0.6446,9,16,9
