round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1245,1,6,3
1,0.2196,1,6,3
2,0.2423,1,6,3
3,0.2719,1,6,3
4,0.3185,1,6,3
5,0.303,2,10,3
6,0.3533,2,12,3
7,0.3646,2,12,3
8,0.3891,2,16,3
9,0.4058,2,16,3
10,0.4145,2,16,3
11,0.4268,2,16,3
12,0.4225,3,19,3
13,0.4165,3,20,3
14,0.444,3,20,3
15,0.4421,3,20,3
16,0.4492,3,20,3
17,0.4587,3,20,3
18,0.4776,3,20,3
19,0.4734,3,20,3
20,0.4787,3,20,3
21,0.4918,3,20,3
22,0.4882,3,20,3
23,0.5006,3,20,3
24,0.4914,3,20,3
25,0.5069,3,20,3
26,0.5087,3,20,3
27,0.5092,3,20,3
28,0.5199,3,20,3
29,0.5187,3,20,3
30,0.5217,3,20,3
31,0.5259,3,20,3
32,0.5285,3,20,3
33,0.5396,3,20,3
34,0.5305,3,20,3
35,0.5478,3,20,3
36,0.5391,3,20,3
37,0.5449,3,20,3
38,0.5519,3,20,3
39,0.5477,3,20,3
40,0.559,3,20,3
41,0.5493,3,20,3
42,0.5624,3,20,3
43,0.5643,3,20,3
44,0.5576,3,20,3
45,0.571,3,20,3
46,0.5693,3,20,3
47,0.5752,3,20,3
48,0.5669,3,20,3
49,0.5743,3,20,3
