round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.187,2,3,6
1,0.4643,6,3,6
2,0.6413,6,9,6
3,0.7113,6,9,6
4,0.7473,6,9,6
5,0.7728,6,9,6
6,0.791,6,9,6
7,0.7978,6,9,6
8,0.806,6,9,6
9,0.8154,6,9,6
10,0.8178,6,9,6
11,0.8236,6,9,6
12,0.8248,6,9,6
13,0.8291,6,9,6
14,0.83,6,9,6
15,0.8347,6,9,6
16,0.8334,6,9,6
17,0.8355,6,9,6
18,0.8386,6,9,6
19,0.8384,6,9,6
20,0.8431,6,9,6
21,0.8436,6,9,6
22,0.8453,6,9,6
23,0.8451,6,9,6
24,0.8446,6,9,6
25,0.8452,6,9,6
26,0.846,6,9,6
27,0.8488,6,9,6
28,0.8488,6,9,6
29,0.8497,6,9,6
30,0.8494,6,9,6
31,0.8511,6,9,6
32,0.8498,6,9,6
33,0.8528,6,9,6
34,0.8515,6,9,6
35,0.8514,6,9,6
36,0.8502,6,9,6
37,0.8531,6,9,6
38,0.8529,6,9,6
39,0.8512,6,9,6
40,0.8539,6,9,6
41,0.8515,6,9,6
42,0.8542,6,9,6
43,0.8555,6,9,6
44,0.8545,6,9,6
45,0.8529,6,9,6
46,0.8536,6,9,6
47,0.8579,6,9,6
48,0.8556,6,9,6
49,0.8544,6,9,6
