round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1029,0,5,6
1,0.1761,2,8,6
2,0.2585,2,8,6
3,0.2871,2,13,6
4,0.3054,2,13,6
5,0.3279,2,13,6
6,0.3457,2,13,6
7,0.3075,3,15,6
8,0.3386,3,15,6
9,0.3292,3,15,6
10,0.3406,3,15,6
11,0.3465,3,15,6
12,0.354,3,15,6
13,0.3802,3,15,6
14,0.3672,3,15,6
15,0.3891,3,15,6
16,0.3837,3,15,6
17,0.3938,3,15,6
18,0.393,3,15,6
19,0.4134,3,15,6
20,0.4092,3,15,6
21,0.4073,3,15,6
22,0.4215,3,15,6
23,0.4182,3,15,6
24,0.425,3,15,6
25,0.4255,3,15,6
26,0.4445,3,15,6
27,0.4377,3,15,6
28,0.4217,4,17,6
29,0.4421,4,17,6
30,0.4318,4,17,6
31,0.4326,4,17,6
32,0.4389,4,17,6
33,0.4361,4,17,6
34,0.4579,4,17,6
35,0.4491,4,17,6
36,0.4656,4,17,6
37,0.461,4,17,6
38,0.4535,4,17,6
39,0.4643,4,17,6
40,0.4761,4,17,6
41,0.4672,4,17,6
42,0.4911,4,17,6
43,0.4814,4,17,6
44,0.4897,4,17,6
45,0.4838,4,17,6
46,0.5081,4,17,6
47,0.4943,4,17,6
48,0.4896,4,17,6
49,0.4905,4,17,6
