round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1,4,4,9
1,0.1041,5,4,9
2,0.1566,6,6,9
3,0.155,6,6,9
4,0.1313,7,7,9
5,0.1335,7,8,9
6,0.179,7,8,9
7,0.1694,9,11,9
8,0.2751,9,12,9
9,0.3098,9,12,9
10,0.3353,9,12,9
11,0.3402,9,13,9
12,0.3331,9,14,9
13,0.3672,9,14,9
14,0.3567,9,14,9
15,0.4069,9,15,9
16,0.4092,9,15,9
17,0.4173,9,16,9
18,0.4218,9,16,9
19,0.4305,9,16,9
20,0.4415,9,16,9
21,0.447,9,16,9
22,0.4534,9,16,9
23,0.4624,9,16,9
24,0.4742,9,16,9
25,0.471,9,16,9
26,0.4845,9,16,9
27,0.4773,9,16,9
28,0.5024,9,16,9
29,0.497,9,16,9
30,0.5058,9,16,9
31,0.5048,9,16,9
32,0.5076,9,16,9
33,0.5013,9,16,9
34,0.5269,9,16,9
35,0.5245,9,16,9
36,0.5217,9,16,9
37,0.5173,9,16,9
38,0.5258,9,16,9
39,0.5411,9,16,9
40,0.5344,9,16,9
41,0.5379,9,16,9
42,0.5366,9,16,9
43,0.5422,9,16,9
44,0.5445,9,16,9
45,0.5447,9,16,9
46,0.54,9,16,9
47,0.5409,9,16,9
48,0.5421,9,16,9
49,0.5574,9,16,9
