round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.409,0,8,3
1,0.6329,2,10,3
2,0.71,3,12,3
3,0.7481,3,12,3
4,0.771,3,12,3
5,0.7798,3,12,3
6,0.7872,3,12,3
7,0.7963,3,12,3
8,0.7966,3,12,3
9,0.8129,3,12,3
10,0.8187,3,12,3
11,0.8261,3,12,3
12,0.8307,3,12,3
13,0.8298,3,12,3
14,0.8355,3,12,3
15,0.8424,3,12,3
16,0.8449,3,12,3
17,0.8478,3,12,3
18,0.8503,3,12,3
19,0.8518,3,12,3
20,0.8547,3,12,3
21,0.8567,3,12,3
22,0.8592,3,12,3
23,0.8592,3,12,3
24,0.8608,3,12,3
25,0.8612,3,12,3
26,0.8631,3,12,3
27,0.8606,3,12,3
28,0.865,3,12,3
29,0.8664,3,12,3
30,0.8693,3,12,3
31,0.8679,3,12,3
32,0.8703,3,12,3
33,0.8658,3,12,3
34,0.8711,3,12,3
35,0.8738,3,12,3
36,0.8737,3,12,3
37,0.8765,3,12,3
38,0.8751,3,12,3
39,0.8784,3,12,3
40,0.8793,3,12,3
41,0.8796,3,12,3
42,0.8765,3,12,3
43,0.8796,3,12,3
44,0.8817,3,12,3
45,0.8795,3,12,3
46,0.8822,3,12,3
47,0.882,3,12,3
48,0.8829,3,12,3
49,0.8825,3,12,3
