round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.2676,3,5,3
1,0.5192,3,8,3
2,0.6758,3,8,3
3,0.7307,3,8,3
4,0.7579,3,10,3
5,0.779,3,10,3
6,0.7865,3,10,3
7,0.7974,3,10,3
8,0.8097,3,10,3
9,0.8103,3,10,3
10,0.8154,3,10,3
11,0.8222,3,10,3
12,0.8274,3,10,3
13,0.8286,3,10,3
14,0.833,3,10,3
15,0.8299,3,10,3
16,0.836,3,10,3
17,0.8347,3,10,3
18,0.8413,3,10,3
19,0.8425,3,10,3
20,0.8418,3,10,3
21,0.8462,3,10,3
22,0.844,3,10,3
23,0.8405,3,10,3
24,0.8452,3,10,3
25,0.8473,3,10,3
26,0.8446,3,10,3
27,0.8483,3,10,3
28,0.8488,3,10,3
29,0.8468,3,10,3
30,0.8489,3,10,3
31,0.8507,3,10,3
32,0.8475,3,10,3
33,0.8516,3,10,3
34,0.8509,3,10,3
35,0.8508,3,10,3
36,0.8522,3,10,3
37,0.8515,3,10,3
38,0.852,3,10,3
39,0.853,3,10,3
40,0.8522,3,10,3
41,0.8525,3,10,3
42,0.854,3,10,3
43,0.8533,3,10,3
44,0.8538,3,10,3
45,0.8568,3,10,3
46,0.8571,3,10,3
47,0.8551,3,10,3
48,0.856,3,10,3
49,0.8555,3,10,3
