round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.4363,0,8,3
1,0.5959,0,8,3
2,0.6715,3,9,3
3,0.7388,3,9,3
4,0.764,3,9,3
5,0.7732,3,9,3
6,0.7857,3,9,3
7,0.7912,3,9,3
8,0.7937,3,9,3
9,0.7998,3,9,3
10,0.8035,3,9,3
11,0.8085,3,9,3
12,0.8123,3,9,3
13,0.8115,3,9,3
14,0.82,3,9,3
15,0.8213,3,9,3
16,0.8299,3,9,3
17,0.8289,3,9,3
18,0.832,3,9,3
19,0.8326,3,9,3
20,0.8435,3,9,3
21,0.839,3,9,3
22,0.8472,3,9,3
23,0.8538,3,9,3
24,0.8487,3,9,3
25,0.8559,3,9,3
26,0.8563,3,9,3
27,0.8568,3,9,3
28,0.8591,3,9,3
29,0.8589,3,9,3
30,0.8576,3,9,3
31,0.864,3,9,3
32,0.8616,3,9,3
33,0.8652,3,9,3
34,0.867,3,9,3
35,0.8614,3,9,3
36,0.8693,3,9,3
37,0.8672,3,9,3
38,0.8666,3,9,3
39,0.8718,3,9,3
40,0.8696,3,9,3
41,0.8713,3,9,3
42,0.8744,3,9,3
43,0.8719,3,9,3
44,0.8732,3,9,3
45,0.8769,3,9,3
46,0.8743,3,9,3
47,0.878,3,9,3
48,0.8757,3,9,3
49,0.8785,3,9,3
