round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.3688,5,3,6
1,0.4789,5,3,6
2,0.4414,5,3,6
3,0.4726,5,3,6
4,0.5694,5,3,6
5,0.5774,5,3,6
6,0.5801,5,3,6
7,0.5769,5,3,6
8,0.5845,5,3,6
9,0.5959,5,3,6
10,0.6066,5,3,6
11,0.6178,5,4,6
12,0.6177,5,4,6
13,0.6175,5,4,6
14,0.6256,5,4,6
15,0.6254,5,4,6
16,0.6225,5,4,6
17,0.6255,5,4,6
18,0.6272,5,4,6
19,0.6266,5,4,6
20,0.6271,5,4,6
21,0.6278,5,4,6
22,0.6251,5,4,6
23,0.6271,5,4,6
24,0.6281,5,4,6
25,0.6294,5,4,6
26,0.6297,5,4,6
27,0.6315,5,4,6
28,0.6303,5,4,6
29,0.6309,5,4,6
30,0.6302,5,4,6
31,0.6299,5,4,6
32,0.6306,5,4,6
33,0.6293,5,4,6
34,0.6323,5,4,6
35,0.6334,5,4,6
36,0.6322,5,4,6
37,0.6332,5,4,6
38,0.6322,5,4,6
39,0.6341,5,4,6
40,0.6325,5,4,6
41,0.6338,5,4,6
42,0.6445,5,4,6
43,0.6325,5,4,6
44,0.6329,5,4,6
45,0.6344,5,4,6
46,0.646,5,4,6
47,0.6484,5,4,6
48,0.6348,5,4,6
49,0.6422,5,4,6
