round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.2954,1,7,3
1,0.4308,2,9,3
2,0.5071,2,9,3
3,0.5945,2,9,3
4,0.7293,3,10,3
5,0.7552,3,10,3
6,0.7689,3,10,3
7,0.7805,3,10,3
8,0.7829,3,10,3
9,0.7921,3,10,3
10,0.795,3,10,3
11,0.808,3,10,3
12,0.8141,3,10,3
13,0.818,3,10,3
14,0.8273,3,10,3
15,0.831,3,10,3
16,0.833,3,10,3
17,0.8358,3,10,3
18,0.8461,3,10,3
19,0.8456,3,10,3
20,0.8506,3,10,3
21,0.846,3,10,3
22,0.8542,3,10,3
23,0.8566,3,10,3
24,0.856,3,10,3
25,0.8557,3,10,3
26,0.8586,3,10,3
27,0.8619,3,10,3
28,0.8622,3,10,3
29,0.8612,3,10,3
30,0.8646,3,10,3
31,0.8644,3,10,3
32,0.8666,3,10,3
33,0.8671,3,10,3
34,0.8672,3,10,3
35,0.8689,3,10,3
36,0.8711,3,10,3
37,0.8723,3,10,3
38,0.8738,3,10,3
39,0.8738,3,10,3
40,0.8728,3,10,3
41,0.8759,3,10,3
42,0.8755,3,10,3
43,0.8755,3,10,3
44,0.8766,3,10,3
45,0.8784,3,10,3
46,0.8777,3,10,3
47,0.8805,3,10,3
48,0.8784,3,10,3
49,0.88,3,10,3
