round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.3398,1,2,3
1,0.4711,3,7,3
2,0.5398,3,8,3
3,0.5934,3,8,3
4,0.5935,3,8,3
5,0.6007,3,11,3
6,0.6111,3,12,3
7,0.6091,3,12,3
8,0.6194,3,12,3
9,0.6249,3,12,3
10,0.6416,3,12,3
11,0.6311,3,12,3
12,0.6324,3,12,3
13,0.6413,3,12,3
14,0.6435,3,12,3
15,0.6453,3,12,3
16,0.6374,3,12,3
17,0.6508,3,12,3
18,0.6483,3,13,3
19,0.6542,3,13,3
20,0.6622,3,13,3
21,0.6589,3,13,3
22,0.6652,3,13,3
23,0.6593,3,13,3
24,0.6648,3,13,3
25,0.6608,3,13,3
26,0.6697,3,13,3
27,0.6664,3,13,3
28,0.6701,3,13,3
29,0.6676,3,13,3
30,0.673,3,13,3
31,0.6733,3,13,3
32,0.6722,3,13,3
33,0.6619,3,13,3
34,0.673,3,13,3
35,0.6721,3,13,3
36,0.6754,3,13,3
37,0.6732,3,13,3
38,0.6736,3,13,3
39,0.6758,3,13,3
40,0.6702,3,13,3
41,0.6689,3,13,3
42,0.6688,3,13,3
43,0.676,3,13,3
44,0.6762,3,13,3
45,0.6719,3,13,3
46,0.6685,3,13,3
47,0.6732,3,13,3
48,0.6764,3,13,3
49,0.6615,3,13,3
