round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1036,5,3,9
1,0.1,5,3,9
2,0.1,6,4,9
3,0.1,7,6,9
4,0.1002,7,6,9
5,0.1198,7,6,9
6,0.1342,7,6,9
7,0.1396,7,6,9
8,0.1425,7,6,9
9,0.2032,8,7,9
10,0.2161,8,7,9
11,0.1824,8,7,9
12,0.2147,8,7,9
13,0.2557,8,7,9
14,0.2086,8,7,9
15,0.263,8,7,9
16,0.243,8,7,9
17,0.2457,8,7,9
18,0.2438,8,7,9
19,0.266,8,7,9
20,0.2936,8,7,9
21,0.2762,8,7,9
22,0.2793,8,7,9
23,0.2854,8,7,9
24,0.3048,8,7,9
25,0.2937,8,7,9
26,0.2522,8,7,9
27,0.2925,8,7,9
28,0.2884,8,7,9
29,0.2919,8,7,9
30,0.3205,8,7,9
31,0.32,8,7,9
32,0.2917,8,7,9
33,0.3462,8,7,9
34,0.3293,8,7,9
35,0.3259,8,7,9
36,0.3031,8,7,9
37,0.3112,8,7,9
38,0.3393,8,7,9
39,0.3568,8,7,9
40,0.3057,8,7,9
41,0.3319,8,7,9
42,0.3515,8,7,9
43,0.3348,8,7,9
44,0.3564,8,7,9
45,0.3506,8,7,9
46,0.3715,8,7,9
47,0.3632,8,7,9
48,0.3776,8,7,9
49,0.362,8,7,9
