round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.0778,3,5,9
1,0.1359,4,6,9
2,0.1413,6,7,9
3,0.2183,6,7,9
4,0.2451,7,10,9
5,0.1614,7,11,9
6,0.151,7,11,9
7,0.1601,7,11,9
8,0.1623,7,11,9
9,0.2366,8,12,9
10,0.2922,8,12,9
11,0.4929,9,13,9
12,0.5762,9,13,9
13,0.5778,9,13,9
14,0.5978,9,13,9
15,0.5856,9,14,9
16,0.592,9,14,9
17,0.5848,9,14,9
18,0.5868,9,14,9
19,0.5996,9,14,9
20,0.6136,9,14,9
21,0.6116,9,14,9
22,0.6091,9,14,9
23,0.6176,9,14,9
24,0.6226,9,14,9
25,0.627,9,14,9
26,0.6195,9,14,9
27,0.6541,9,14,9
28,0.6183,9,14,9
29,0.6487,9,14,9
30,0.6605,9,14,9
31,0.6424,9,14,9
32,0.6618,9,14,9
33,0.6338,9,14,9
34,0.6323,9,14,9
35,0.6736,9,14,9
36,0.6378,9,14,9
37,0.6699,9,14,9
38,0.6437,9,14,9
39,0.6572,9,14,9
40,0.6574,9,14,9
41,0.6601,9,14,9
42,0.671,9,14,9
43,0.678,9,14,9
44,0.6712,9,14,9
45,0.6755,9,14,9
46,0.6452,9,14,9
47,0.6743,9,14,9
48,0.6615,9,14,9
49,0.6625,9,14,9
