round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.0232,2,1,9
1,0.0213,4,7,9
2,0.0444,4,9,9
3,0.0306,6,11,9
4,0.0644,6,11,9
5,0.0213,7,15,9
6,0.0213,7,17,9
7,0.0213,7,17,9
8,0.0213,7,17,9
9,0.0213,7,17,9
10,0.0213,7,17,9
11,0.0213,7,17,9
12,0.0213,7,17,9
13,0.0213,7,17,9
14,0.0213,7,17,9
15,0.0213,7,17,9
16,0.0213,7,17,9
17,0.0213,7,17,9
18,0.0213,7,17,9
19,0.0213,7,17,9
20,0.0213,7,17,9
21,0.0213,7,17,9
22,0.0213,7,17,9
23,0.0213,7,17,9
24,0.0213,7,17,9
25,0.0213,7,17,9
26,0.0213,7,17,9
27,0.0213,7,17,9
28,0.0213,7,17,9
29,0.0213,7,17,9
30,0.0213,7,17,9
31,0.0213,7,17,9
32,0.0213,7,17,9
33,0.0213,7,17,9
34,0.0213,7,17,9
35,0.0213,7,17,9
36,0.0213,7,17,9
37,0.0213,7,17,9
38,0.0213,7,17,9
39,0.0213,7,17,9
40,0.0213,7,17,9
41,0.0213,7,17,9
42,0.0213,7,17,9
43,0.0213,7,17,9
44,0.0213,7,17,9
45,0.0213,7,17,9
46,0.0213,7,17,9
47,0.0213,7,17,9
48,0.0213,7,17,9
49,0.0213,7,17,9
