round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.0997,0,7,6
1,0.101,3,9,6
2,0.1079,4,11,6
3,0.1,5,14,6
4,0.1285,5,14,6
5,0.126,5,14,6
6,0.1396,5,14,6
7,0.1369,5,14,6
8,0.1103,5,14,6
9,0.1549,5,14,6
10,0.1905,5,14,6
11,0.1029,5,18,6
12,0.1026,5,18,6
13,0.1,5,19,6
14,0.1,5,19,6
15,0.1,5,19,6
16,0.1,5,19,6
17,0.1,5,19,6
18,0.1,5,19,6
19,0.1,5,19,6
20,0.1,5,19,6
21,0.1,5,19,6
22,0.1,5,19,6
23,0.1,5,19,6
24,0.1,5,19,6
25,0.1,5,19,6
26,0.1,5,19,6
27,0.1,5,19,6
28,0.1,5,19,6
29,0.1,5,19,6
30,0.1,5,19,6
31,0.1,5,19,6
32,0.1,5,19,6
33,0.1,5,19,6
34,0.1,5,19,6
35,0.1,5,19,6
36,0.1,5,19,6
37,0.1,5,19,6
38,0.1,5,19,6
39,0.1,5,19,6
40,0.1,5,19,6
41,0.1,5,19,6
42,0.1,5,19,6
43,0.1,5,19,6
44,0.1,5,19,6
45,0.1,5,19,6
46,0.1,5,19,6
47,0.1,5,19,6
48,0.1,5,19,6
49,0.1,5,19,6
