round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.2606,1,4,3
1,0.5385,1,4,3
2,0.6796,1,4,3
3,0.7245,2,8,3
4,0.7533,3,10,3
5,0.7736,3,10,3
6,0.7884,3,10,3
7,0.7943,3,10,3
8,0.8065,3,10,3
9,0.8092,3,10,3
10,0.8146,3,10,3
11,0.8228,3,10,3
12,0.8278,3,10,3
13,0.8263,3,10,3
14,0.8317,3,10,3
15,0.8308,3,10,3
16,0.8359,3,10,3
17,0.8337,3,10,3
18,0.8412,3,10,3
19,0.842,3,10,3
20,0.8396,3,10,3
21,0.8462,3,10,3
22,0.8437,3,10,3
23,0.844,3,10,3
24,0.843,3,10,3
25,0.8456,3,10,3
26,0.8458,3,10,3
27,0.8495,3,10,3
28,0.8489,3,10,3
29,0.8459,3,10,3
30,0.8503,3,10,3
31,0.852,3,10,3
32,0.8498,3,10,3
33,0.8531,3,10,3
34,0.8522,3,10,3
35,0.8543,3,10,3
36,0.8537,3,10,3
37,0.8521,3,10,3
38,0.8536,3,10,3
39,0.8552,3,10,3
40,0.8539,3,10,3
41,0.8555,3,10,3
42,0.8549,3,10,3
43,0.8532,3,10,3
44,0.8561,3,10,3
45,0.8554,3,10,3
46,0.8593,3,10,3
47,0.8565,3,10,3
48,0.8573,3,10,3
49,0.8552,3,10,3
