round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1773,1,7,3
1,0.2709,1,13,3
2,0.2414,1,15,3
3,0.289,1,16,3
4,0.2938,1,16,3
5,0.3396,1,18,3
6,0.341,1,18,3
7,0.3666,1,18,3
8,0.3931,1,18,3
9,0.3639,1,18,3
10,0.4142,1,18,3
11,0.4006,1,18,3
12,0.4093,1,18,3
13,0.4201,1,18,3
14,0.4329,1,18,3
15,0.4233,3,18,3
16,0.4483,3,18,3
17,0.4485,3,18,3
18,0.4565,3,18,3
19,0.4708,3,18,3
20,0.4722,3,18,3
21,0.4908,3,18,3
22,0.4927,3,18,3
23,0.4954,3,19,3
24,0.5086,3,19,3
25,0.5013,3,19,3
26,0.5233,3,19,3
27,0.5239,3,19,3
28,0.5251,3,19,3
29,0.5102,3,20,3
30,0.525,3,20,3
31,0.5248,3,20,3
32,0.5422,3,20,3
33,0.5405,3,20,3
34,0.5514,3,20,3
35,0.5386,3,20,3
36,0.5535,3,20,3
37,0.5534,3,20,3
38,0.5571,3,20,3
39,0.5653,3,20,3
40,0.5623,3,20,3
41,0.5723,3,20,3
42,0.5633,3,20,3
43,0.5618,3,20,3
44,0.571,3,20,3
45,0.5669,3,20,3
46,0.5742,3,20,3
47,0.572,3,20,3
48,0.5687,3,20,3
49,0.5821,3,20,3
