round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.262,5,3,6
1,0.4229,5,3,6
2,0.5014,5,3,6
3,0.4643,5,3,6
4,0.5068,5,3,6
5,0.5217,5,3,6
6,0.6123,5,3,6
7,0.6028,5,3,6
8,0.6545,5,3,6
9,0.6902,5,3,6
10,0.7237,5,3,6
11,0.7523,5,3,6
12,0.75,5,3,6
13,0.7584,5,3,6
14,0.8017,6,4,6
15,0.8159,6,4,6
16,0.8148,6,4,6
17,0.8291,6,4,6
18,0.833,6,4,6
19,0.8345,6,4,6
20,0.8408,6,4,6
21,0.8361,6,4,6
22,0.8504,6,6,6
23,0.8532,6,6,6
24,0.8498,6,6,6
25,0.8552,6,6,6
26,0.851,6,6,6
27,0.8593,6,6,6
28,0.8551,6,6,6
29,0.8626,6,6,6
30,0.8601,6,6,6
31,0.8625,6,6,6
32,0.8624,6,6,6
33,0.866,6,6,6
34,0.8624,6,6,6
35,0.8646,6,6,6
36,0.8675,6,6,6
37,0.8718,6,6,6
38,0.8702,6,6,6
39,0.87,6,6,6
40,0.8705,6,6,6
41,0.8751,6,6,6
42,0.8758,6,6,6
43,0.874,6,6,6
44,0.8781,6,6,6
45,0.8776,6,6,6
46,0.8765,6,6,6
47,0.878,6,6,6
48,0.8797,6,6,6
49,0.8802,6,6,6
