round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.0827,4,4,9
1,0.0728,5,5,9
2,0.0809,6,7,9
3,0.1732,7,9,9
4,0.1811,7,9,9
5,0.1666,7,9,9
6,0.1054,7,9,9
7,0.0728,7,9,9
8,0.0728,7,9,9
9,0.0728,7,9,9
10,0.313,8,10,9
11,0.1499,8,10,9
12,0.2391,8,10,9
13,0.2075,8,11,9
14,0.0772,8,13,9
15,0.0772,8,14,9
16,0.0778,8,14,9
17,0.0728,8,14,9
18,0.0728,8,14,9
19,0.0728,8,14,9
20,0.0728,8,14,9
21,0.0728,8,14,9
22,0.0728,8,14,9
23,0.0728,8,14,9
24,0.0728,8,14,9
25,0.0728,8,14,9
26,0.0728,8,14,9
27,0.0728,8,14,9
28,0.0728,8,14,9
29,0.0728,8,14,9
30,0.0728,8,14,9
31,0.0728,8,14,9
32,0.0728,8,14,9
33,0.0728,8,14,9
34,0.0728,8,14,9
35,0.0728,8,14,9
36,0.0728,8,14,9
37,0.0728,8,14,9
38,0.0728,8,14,9
39,0.0728,8,14,9
40,0.0728,8,14,9
41,0.0728,8,14,9
42,0.0728,8,14,9
43,0.0728,8,14,9
44,0.0728,8,14,9
45,0.0728,8,14,9
46,0.0728,8,14,9
47,0.0728,8,14,9
48,0.0728,8,14,9
49,0.0728,8,14,9
