round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.4127,3,3,6
1,0.4026,4,5,6
2,0.449,4,5,6
3,0.4838,4,5,6
4,0.5438,4,5,6
5,0.5679,4,5,6
6,0.564,4,5,6
7,0.5646,4,5,6
8,0.565,4,5,6
9,0.5653,4,5,6
10,0.5654,4,5,6
11,0.565,4,5,6
12,0.5612,4,5,6
13,0.5569,4,5,6
14,0.6123,6,5,6
15,0.613,6,5,6
16,0.6262,6,6,6
17,0.6309,6,6,6
18,0.6336,6,6,6
19,0.6334,6,6,6
20,0.6408,6,6,6
21,0.6373,6,6,6
22,0.6451,6,6,6
23,0.6451,6,6,6
24,0.6463,6,6,6
25,0.6464,6,6,6
26,0.647,6,6,6
27,0.6529,6,6,6
28,0.6586,6,6,6
29,0.6597,6,6,6
30,0.6581,6,6,6
31,0.662,6,6,6
32,0.6621,6,6,6
33,0.6605,6,6,6
34,0.6627,6,6,6
35,0.6634,6,6,6
36,0.6632,6,6,6
37,0.6616,6,6,6
38,0.6653,6,6,6
39,0.6637,6,6,6
40,0.6639,6,6,6
41,0.6645,6,6,6
42,0.6652,6,6,6
43,0.6687,6,6,6
44,0.6679,6,6,6
45,0.6662,6,6,6
46,0.6682,6,6,6
47,0.6726,6,6,6
48,0.6673,6,6,6
49,0.6709,6,6,6
