round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.175,2,6,6
1,0.2155,3,8,6
2,0.2597,3,8,6
3,0.2838,3,10,6
4,0.3225,3,10,6
5,0.3381,3,10,6
6,0.3302,5,12,6
7,0.3951,5,12,6
8,0.4017,5,14,6
9,0.4237,5,14,6
10,0.4207,5,14,6
11,0.4436,5,14,6
12,0.432,6,15,6
13,0.4546,6,15,6
14,0.4601,6,15,6
15,0.4708,6,15,6
16,0.4759,6,15,6
17,0.4947,6,15,6
18,0.488,6,15,6
19,0.4971,6,15,6
20,0.5079,6,15,6
21,0.5147,6,15,6
22,0.5109,6,15,6
23,0.5195,6,15,6
24,0.5313,6,15,6
25,0.5305,6,15,6
26,0.5362,6,15,6
27,0.5472,6,15,6
28,0.5443,6,15,6
29,0.55,6,15,6
30,0.5513,6,15,6
31,0.5543,6,15,6
32,0.567,6,15,6
33,0.5654,6,15,6
34,0.5733,6,15,6
35,0.5741,6,15,6
36,0.5801,6,15,6
37,0.5838,6,15,6
38,0.5864,6,15,6
39,0.5893,6,15,6
40,0.5873,6,15,6
41,0.5939,6,15,6
42,0.6011,6,15,6
43,0.599,6,15,6
44,0.6067,6,15,6
45,0.6071,6,15,6
46,0.6005,6,15,6
47,0.605,6,15,6
48,0.6066,6,15,6
49,0.6137,6,15,6
