round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.2176,3,1,3
1,0.5097,3,1,3
2,0.669,3,1,3
3,0.7358,3,1,3
4,0.7648,3,1,3
5,0.7858,3,1,3
6,0.8009,3,1,3
7,0.807,3,1,3
8,0.819,3,1,3
9,0.8236,3,1,3
10,0.8271,3,1,3
11,0.8312,3,1,3
12,0.8346,3,1,3
13,0.8349,3,1,3
14,0.8372,3,1,3
15,0.8409,3,1,3
16,0.8441,3,1,3
17,0.8422,3,1,3
18,0.845,3,1,3
19,0.8473,3,1,3
20,0.8493,3,1,3
21,0.8501,3,1,3
22,0.8523,3,1,3
23,0.8518,3,1,3
24,0.8544,3,1,3
25,0.8549,3,1,3
26,0.8566,3,1,3
27,0.8578,3,1,3
28,0.8573,3,1,3
29,0.8574,3,1,3
30,0.859,3,1,3
31,0.8604,3,1,3
32,0.8611,3,1,3
33,0.8623,3,1,3
34,0.8619,3,1,3
35,0.8627,3,1,3
36,0.8642,3,1,3
37,0.8652,3,1,3
38,0.8637,3,1,3
39,0.8641,3,1,3
40,0.8644,3,1,3
41,0.8673,3,1,3
42,0.8671,3,1,3
43,0.8647,3,8,3
44,0.8674,3,8,3
45,0.8661,3,8,3
46,0.8642,3,8,3
47,0.8664,3,8,3
48,0.8675,3,8,3
49,0.8657,3,8,3
