round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.0213,1,2,9
1,0.0305,4,7,9
2,0.0616,4,7,9
3,0.1868,8,8,9
4,0.2403,8,9,9
5,0.5476,9,11,9
6,0.656,9,11,9
7,0.719,9,11,9
8,0.7481,9,11,9
9,0.7631,9,11,9
10,0.7646,9,15,9
11,0.7728,9,15,9
12,0.7794,9,15,9
13,0.7877,9,15,9
14,0.7927,9,15,9
15,0.8018,9,15,9
16,0.8024,9,15,9
17,0.8051,9,15,9
18,0.8073,9,15,9
19,0.8078,9,15,9
20,0.8115,9,15,9
21,0.8093,9,15,9
22,0.8159,9,15,9
23,0.8157,9,15,9
24,0.8134,9,15,9
25,0.8166,9,15,9
26,0.8197,9,15,9
27,0.8237,9,15,9
28,0.8184,9,15,9
29,0.822,9,15,9
30,0.8221,9,15,9
31,0.8207,9,15,9
32,0.8226,9,15,9
33,0.8212,9,15,9
34,0.8257,9,15,9
35,0.824,9,15,9
36,0.8229,9,15,9
37,0.8223,9,15,9
38,0.8208,9,15,9
39,0.8241,9,15,9
40,0.8251,9,15,9
41,0.8259,9,15,9
42,0.823,9,15,9
43,0.8285,9,15,9
44,0.8231,9,15,9
45,0.8253,9,15,9
46,0.8205,9,15,9
47,0.8223,9,15,9
48,0.8232,9,15,9
49,0.8218,9,15,9
