round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.2218,3,2,9
1,0.4636,5,3,9
2,0.627,5,3,9
3,0.7002,6,3,9
4,0.7322,6,4,9
5,0.753,6,4,9
6,0.768,6,4,9
7,0.7791,6,4,9
8,0.7844,6,4,9
9,0.7912,6,4,9
10,0.7909,6,4,9
11,0.7953,6,4,9
12,0.7995,6,4,9
13,0.8032,6,4,9
14,0.8084,6,4,9
15,0.8028,6,4,9
16,0.8107,6,4,9
17,0.8122,6,4,9
18,0.8119,6,4,9
19,0.814,6,4,9
20,0.8169,6,4,9
21,0.8193,6,4,9
22,0.8235,6,4,9
23,0.8186,6,4,9
24,0.8222,6,4,9
25,0.8209,6,4,9
26,0.823,6,4,9
27,0.8251,6,4,9
28,0.7872,6,7,9
29,0.8156,6,7,9
30,0.8043,6,7,9
31,0.8193,6,7,9
32,0.8127,6,7,9
33,0.817,6,7,9
34,0.8147,6,7,9
35,0.8127,6,7,9
36,0.8167,6,7,9
37,0.8161,6,7,9
38,0.8146,6,7,9
39,0.8188,6,7,9
40,0.8229,6,7,9
41,0.8121,6,7,9
42,0.83,6,7,9
43,0.8124,6,7,9
44,0.8206,6,7,9
45,0.8218,6,7,9
46,0.8151,6,7,9
47,0.8289,6,7,9
48,0.8119,6,7,9
49,0.8286,6,7,9
