round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.3754,2,6,3
1,0.496,3,9,3
2,0.6351,3,12,3
3,0.6882,3,12,3
4,0.736,3,12,3
5,0.7408,3,12,3
6,0.7591,3,12,3
7,0.7728,3,12,3
8,0.7819,3,14,3
9,0.7839,3,14,3
10,0.7963,3,14,3
11,0.7974,3,14,3
12,0.8082,3,14,3
13,0.8086,3,14,3
14,0.8156,3,14,3
15,0.8206,3,14,3
16,0.8215,3,14,3
17,0.8247,3,14,3
18,0.8343,3,14,3
19,0.8301,3,14,3
20,0.8361,3,14,3
21,0.8345,3,14,3
22,0.8479,3,14,3
23,0.8454,3,14,3
24,0.85,3,15,3
25,0.8526,3,15,3
26,0.8523,3,15,3
27,0.8546,3,15,3
28,0.856,3,15,3
29,0.8569,3,15,3
30,0.858,3,15,3
31,0.86,3,15,3
32,0.8618,3,15,3
33,0.8644,3,15,3
34,0.8637,3,15,3
35,0.8646,3,15,3
36,0.8652,3,15,3
37,0.8688,3,15,3
38,0.8682,3,15,3
39,0.8679,3,15,3
40,0.8688,3,15,3
41,0.8701,3,16,3
42,0.8713,3,16,3
43,0.8715,3,16,3
44,0.8708,3,16,3
45,0.875,3,16,3
46,0.8738,3,16,3
47,0.8751,3,17,3
48,0.8732,3,17,3
49,0.8742,3,17,3
