round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.4843,4,4,9
1,0.5403,6,6,9
2,0.5754,9,7,9
3,0.6105,9,7,9
4,0.614,9,7,9
5,0.6109,9,7,9
6,0.6275,9,7,9
7,0.626,9,12,9
8,0.5874,9,15,9
9,0.6217,9,16,9
10,0.5901,9,16,9
11,0.5872,9,16,9
12,0.6248,9,16,9
13,0.6298,9,16,9
14,0.623,9,17,9
15,0.622,9,17,9
16,0.6215,9,17,9
17,0.6207,9,17,9
18,0.6131,9,17,9
19,0.6272,9,17,9
20,0.6296,9,17,9
21,0.6292,9,17,9
22,0.628,9,17,9
23,0.6288,9,17,9
24,0.627,9,17,9
25,0.6231,9,17,9
26,0.6294,9,17,9
27,0.6337,9,17,9
28,0.6336,9,17,9
29,0.6372,9,17,9
30,0.6324,9,17,9
31,0.6301,9,17,9
32,0.6343,9,17,9
33,0.6327,9,18,9
34,0.6276,9,18,9
35,0.6323,9,18,9
36,0.6313,9,18,9
37,0.6317,9,18,9
38,0.626,9,18,9
39,0.6324,9,18,9
40,0.6305,9,18,9
41,0.6275,9,18,9
42,0.6328,9,18,9
43,0.6286,9,18,9
44,0.6348,9,18,9
45,0.6336,9,18,9
46,0.6348,9,18,9
47,0.6387,9,18,9
48,0.6319,9,18,9
49,0.6329,9,18,9
