round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.4078,1,7,6
1,0.4857,3,9,6
2,0.5775,3,9,6
3,0.6168,3,9,6
4,0.6005,3,11,6
5,0.6151,3,11,6
6,0.6102,3,11,6
7,0.6206,3,11,6
8,0.6108,6,13,6
9,0.6039,6,13,6
10,0.6058,6,14,6
11,0.6255,6,14,6
12,0.622,6,14,6
13,0.6342,6,14,6
14,0.6146,6,16,6
15,0.6468,6,16,6
16,0.6508,6,16,6
17,0.6496,6,16,6
18,0.6427,6,16,6
19,0.6366,6,16,6
20,0.649,6,16,6
21,0.6497,6,16,6
22,0.6545,6,16,6
23,0.6526,6,16,6
24,0.6549,6,16,6
25,0.6453,6,16,6
26,0.6482,6,16,6
27,0.6417,6,17,6
28,0.6408,6,17,6
29,0.6405,6,17,6
30,0.6397,6,17,6
31,0.6419,6,17,6
32,0.64,6,17,6
33,0.6423,6,17,6
34,0.6422,6,17,6
35,0.6421,6,17,6
36,0.6394,6,17,6
37,0.6433,6,17,6
38,0.6427,6,17,6
39,0.6427,6,17,6
40,0.6436,6,17,6
41,0.6428,6,17,6
42,0.6428,6,17,6
43,0.6433,6,17,6
44,0.6435,6,17,6
45,0.6431,6,17,6
46,0.6439,6,17,6
47,0.6444,6,17,6
48,0.6439,6,17,6
49,0.6444,6,17,6
