round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.3423,2,6,9
1,0.4689,3,6,9
2,0.5162,4,7,9
3,0.5749,5,10,9
4,0.5977,5,10,9
5,0.6014,5,10,9
6,0.6162,6,12,9
7,0.6059,7,12,9
8,0.5892,8,13,9
9,0.6103,8,14,9
10,0.6049,8,14,9
11,0.6145,8,14,9
12,0.6103,8,15,9
13,0.6077,8,15,9
14,0.6144,9,15,9
15,0.6096,9,15,9
16,0.6145,9,15,9
17,0.6108,9,15,9
18,0.6096,9,15,9
19,0.6181,9,15,9
20,0.611,9,15,9
21,0.6005,9,15,9
22,0.6203,9,15,9
23,0.6132,9,15,9
24,0.6158,9,15,9
25,0.6174,9,15,9
26,0.614,9,15,9
27,0.6349,9,15,9
28,0.6159,9,15,9
29,0.6247,9,15,9
30,0.617,9,15,9
31,0.6441,9,15,9
32,0.6281,9,15,9
33,0.6417,9,15,9
34,0.6154,9,15,9
35,0.6176,9,15,9
36,0.6267,9,15,9
37,0.638,9,15,9
38,0.6272,9,15,9
39,0.637,9,15,9
40,0.6488,9,15,9
41,0.6168,9,15,9
42,0.6485,9,15,9
43,0.6397,9,15,9
44,0.649,9,15,9
45,0.648,9,15,9
46,0.6491,9,15,9
47,0.6505,9,15,9
48,0.6498,9,15,9
49,0.6491,9,15,9
