round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1076,1,4,6
1,0.1021,2,8,6
2,0.2209,2,11,6
3,0.1706,2,11,6
4,0.2613,2,11,6
5,0.2088,2,11,6
6,0.3018,2,11,6
7,0.266,2,11,6
8,0.319,2,11,6
9,0.31,2,11,6
10,0.3467,3,13,6
11,0.3074,3,15,6
12,0.3427,3,15,6
13,0.3482,3,15,6
14,0.3394,3,17,6
15,0.3294,3,18,6
16,0.3431,3,18,6
17,0.3464,3,18,6
18,0.36,3,18,6
19,0.3572,3,18,6
20,0.3666,3,18,6
21,0.3613,3,18,6
22,0.3666,3,18,6
23,0.3722,3,18,6
24,0.3743,3,18,6
25,0.3807,3,18,6
26,0.3793,3,18,6
27,0.372,3,18,6
28,0.3846,3,18,6
29,0.3818,3,18,6
30,0.3877,3,18,6
31,0.3942,3,18,6
32,0.3964,3,18,6
33,0.3704,3,18,6
34,0.4151,3,18,6
35,0.3729,3,18,6
36,0.3963,3,18,6
37,0.392,3,18,6
38,0.4024,3,18,6
39,0.3956,3,18,6
40,0.4225,3,18,6
41,0.4032,3,18,6
42,0.4113,3,18,6
43,0.4039,3,18,6
44,0.4002,3,18,6
45,0.4165,3,18,6
46,0.4088,3,18,6
47,0.3987,3,18,6
48,0.4352,3,18,6
49,0.3777,3,18,6
