round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1001,4,4,9
1,0.1,4,5,9
2,0.1,4,6,9
3,0.1,5,9,9
4,0.1,7,10,9
5,0.1,8,13,9
6,0.1,8,13,9
7,0.1,8,13,9
8,0.1,8,13,9
9,0.1,8,13,9
10,0.1,8,13,9
11,0.1,8,13,9
12,0.1,8,13,9
13,0.1,8,13,9
14,0.1,8,13,9
15,0.1,8,13,9
16,0.1,8,13,9
17,0.1,8,13,9
18,0.1,8,13,9
19,0.1,8,13,9
20,0.1,8,13,9
21,0.1,8,13,9
22,0.1,8,13,9
23,0.1,8,13,9
24,0.1,8,13,9
25,0.1,8,13,9
26,0.1,8,13,9
27,0.1,8,13,9
28,0.1,8,13,9
29,0.1,8,13,9
30,0.1,8,13,9
31,0.1,8,13,9
32,0.1,8,13,9
33,0.1,8,13,9
34,0.1,8,13,9
35,0.1,8,13,9
36,0.1,8,13,9
37,0.1,8,13,9
38,0.1,8,13,9
39,0.1,8,13,9
40,0.1,8,13,9
41,0.1,8,13,9
42,0.1,8,13,9
43,0.1,8,13,9
44,0.1,8,13,9
45,0.1,8,13,9
46,0.1,8,13,9
47,0.1,8,13,9
48,0.1,8,13,9
49,0.1,8,13,9
