round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.4104,2,3,9
1,0.5672,4,5,9
2,0.6508,6,7,9
3,0.7216,6,7,9
4,0.7281,6,7,9
5,0.7655,6,7,9
6,0.7618,6,7,9
7,0.7661,6,9,9
8,0.7809,6,9,9
9,0.7821,6,9,9
10,0.7995,6,9,9
11,0.8009,6,9,9
12,0.8115,6,9,9
13,0.7871,6,9,9
14,0.824,6,9,9
15,0.6389,6,9,9
16,0.834,6,9,9
17,0.7406,6,9,9
18,0.838,6,9,9
19,0.7339,6,9,9
20,0.8438,6,9,9
21,0.7313,6,9,9
22,0.8482,6,9,9
23,0.7248,6,9,9
24,0.8518,6,9,9
25,0.6476,6,9,9
26,0.8493,7,11,9
27,0.7906,7,11,9
28,0.8542,7,11,9
29,0.8215,7,11,9
30,0.8593,7,11,9
31,0.8142,7,11,9
32,0.857,7,11,9
33,0.801,7,11,9
34,0.8586,7,11,9
35,0.8213,7,11,9
36,0.8613,7,11,9
37,0.7932,7,11,9
38,0.8653,7,11,9
39,0.778,7,11,9
40,0.8702,7,11,9
41,0.75,7,11,9
42,0.8727,7,11,9
43,0.7364,7,11,9
44,0.8746,7,11,9
45,0.8,7,11,9
46,0.8736,7,11,9
47,0.7654,7,11,9
48,0.8739,7,11,9
49,0.7416,7,11,9
