round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1002,1,4,3
1,0.1453,2,5,3
2,0.1547,2,5,3
3,0.2202,2,5,3
4,0.2367,2,7,3
5,0.2384,2,7,3
6,0.2514,2,7,3
7,0.2837,2,7,3
8,0.2826,2,7,3
9,0.3158,2,7,3
10,0.3372,2,7,3
11,0.3381,2,7,3
12,0.3393,2,7,3
13,0.367,2,7,3
14,0.3697,2,7,3
15,0.3752,2,7,3
16,0.3779,2,7,3
17,0.3982,2,7,3
18,0.3962,2,7,3
19,0.3966,2,7,3
20,0.4095,2,7,3
21,0.4136,2,7,3
22,0.4181,2,7,3
23,0.4216,2,7,3
24,0.416,2,7,3
25,0.4283,2,7,3
26,0.4319,2,7,3
27,0.4252,2,7,3
28,0.4335,2,7,3
29,0.4329,2,7,3
30,0.4402,2,7,3
31,0.4434,2,7,3
32,0.4511,2,7,3
33,0.457,2,7,3
34,0.4565,2,7,3
35,0.4628,2,7,3
36,0.455,2,7,3
37,0.4573,2,7,3
38,0.4564,2,7,3
39,0.4538,2,7,3
40,0.4667,2,7,3
41,0.4747,2,7,3
42,0.4641,2,7,3
43,0.4672,2,7,3
44,0.4672,2,7,3
45,0.4642,2,7,3
46,0.4716,2,7,3
47,0.4816,2,7,3
48,0.4755,2,7,3
49,0.4728,2,7,3
