round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.4365,1,7,3
1,0.4564,2,8,3
2,0.6795,2,9,3
3,0.6887,3,10,3
4,0.7317,3,10,3
5,0.7402,3,10,3
6,0.7631,3,10,3
7,0.7648,3,10,3
8,0.7812,3,10,3
9,0.7846,3,10,3
10,0.7959,3,10,3
11,0.7945,3,10,3
12,0.8032,3,10,3
13,0.813,3,10,3
14,0.8114,3,10,3
15,0.8203,3,10,3
16,0.8174,3,10,3
17,0.8275,3,10,3
18,0.8278,3,10,3
19,0.8344,3,10,3
20,0.8324,3,10,3
21,0.8371,3,10,3
22,0.8381,3,10,3
23,0.8418,3,10,3
24,0.8398,3,10,3
25,0.8456,3,10,3
26,0.8453,3,10,3
27,0.8493,3,10,3
28,0.8519,3,10,3
29,0.8509,3,10,3
30,0.8542,3,10,3
31,0.8549,3,10,3
32,0.857,3,10,3
33,0.8596,3,10,3
34,0.86,3,10,3
35,0.8593,3,10,3
36,0.8626,3,10,3
37,0.8627,3,10,3
38,0.8632,3,10,3
39,0.8659,3,10,3
40,0.8638,3,10,3
41,0.8678,3,10,3
42,0.8657,3,10,3
43,0.8677,3,10,3
44,0.8681,3,10,3
45,0.8716,3,10,3
46,0.8695,3,10,3
47,0.8729,3,10,3
48,0.8723,3,10,3
49,0.8728,3,10,3
