round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.3836,1,4,3
1,0.5391,1,4,3
2,0.599,1,4,3
3,0.5914,1,7,3
4,0.5926,2,8,3
5,0.5878,2,8,3
6,0.594,2,8,3
7,0.6001,2,8,3
8,0.5951,3,13,3
9,0.5977,3,13,3
10,0.6085,3,13,3
11,0.6165,3,13,3
12,0.6176,3,13,3
13,0.6188,3,13,3
14,0.6182,3,13,3
15,0.6201,3,13,3
16,0.6223,3,13,3
17,0.6227,3,13,3
18,0.6217,3,13,3
19,0.632,3,13,3
20,0.6228,3,13,3
21,0.6218,3,13,3
22,0.6273,3,13,3
23,0.6284,3,13,3
24,0.6224,3,13,3
25,0.6249,3,13,3
26,0.6256,3,13,3
27,0.6238,3,13,3
28,0.624,3,13,3
29,0.6322,3,13,3
30,0.6256,3,13,3
31,0.636,3,13,3
32,0.6241,3,13,3
33,0.6323,3,13,3
34,0.6313,3,13,3
35,0.6374,3,13,3
36,0.634,3,13,3
37,0.6425,3,13,3
38,0.6394,3,13,3
39,0.6418,3,13,3
40,0.6413,3,13,3
41,0.6374,3,13,3
42,0.641,3,13,3
43,0.639,3,13,3
44,0.6404,3,13,3
45,0.6417,3,13,3
46,0.6466,3,13,3
47,0.6407,3,13,3
48,0.6417,3,13,3
49,0.644,3,13,3
