round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.2366,1,4,3
1,0.5049,2,8,3
2,0.6601,2,8,3
3,0.7222,2,8,3
4,0.7508,2,8,3
5,0.7714,2,8,3
6,0.7887,2,8,3
7,0.7931,2,8,3
8,0.8004,2,8,3
9,0.8078,2,8,3
10,0.8152,2,8,3
11,0.8181,2,8,3
12,0.8245,2,8,3
13,0.8301,2,8,3
14,0.8282,2,8,3
15,0.8297,2,8,3
16,0.8324,2,8,3
17,0.8349,2,8,3
18,0.8387,2,8,3
19,0.8404,2,8,3
20,0.8413,2,8,3
21,0.8419,2,8,3
22,0.8391,2,8,3
23,0.8407,2,8,3
24,0.846,2,8,3
25,0.8437,2,8,3
26,0.8443,2,8,3
27,0.8439,2,8,3
28,0.8455,2,8,3
29,0.8485,2,8,3
30,0.8487,2,8,3
31,0.8494,2,8,3
32,0.8512,2,8,3
33,0.8503,2,8,3
34,0.8503,2,8,3
35,0.854,2,8,3
36,0.8491,2,8,3
37,0.8535,2,8,3
38,0.8541,2,8,3
39,0.8521,2,8,3
40,0.8514,2,8,3
41,0.8534,2,8,3
42,0.857,2,8,3
43,0.8557,2,8,3
44,0.8568,2,8,3
45,0.8553,2,8,3
46,0.8564,2,8,3
47,0.8564,2,8,3
48,0.8571,2,8,3
49,0.8578,2,8,3
