round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.4955,1,7,3
1,0.5565,1,11,3
2,0.5377,2,13,3
3,0.5432,2,17,3
4,0.5664,2,17,3
5,0.6137,3,18,3
6,0.582,3,20,3
7,0.5734,3,22,3
8,0.5599,3,22,3
9,0.5718,3,22,3
10,0.6169,3,22,3
11,0.5937,3,22,3
12,0.62,3,23,3
13,0.625,3,23,3
14,0.6303,3,23,3
15,0.6323,3,23,3
16,0.6321,3,23,3
17,0.6274,3,23,3
18,0.6325,3,23,3
19,0.6283,3,23,3
20,0.6296,3,23,3
21,0.6207,3,23,3
22,0.6311,3,23,3
23,0.6213,3,23,3
24,0.6481,3,23,3
25,0.6401,3,23,3
26,0.6339,3,23,3
27,0.6308,3,23,3
28,0.6315,3,23,3
29,0.6251,3,23,3
30,0.6358,3,23,3
31,0.6267,3,23,3
32,0.6369,3,23,3
33,0.6415,3,23,3
34,0.6275,3,23,3
35,0.6293,3,23,3
36,0.6233,3,23,3
37,0.6282,3,23,3
38,0.6371,3,23,3
39,0.6324,3,23,3
40,0.649,3,23,3
41,0.6363,3,23,3
42,0.6285,3,23,3
43,0.6328,3,23,3
44,0.6329,3,23,3
45,0.6337,3,23,3
46,0.6329,3,23,3
47,0.6334,3,23,3
48,0.6336,3,23,3
49,0.6309,3,23,3
