round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1,2,3,9
1,0.1,5,8,9
2,0.1,7,10,9
3,0.1927,7,10,9
4,0.2058,8,10,9
5,0.1,9,11,9
6,0.2177,9,12,9
7,0.3986,9,13,9
8,0.5107,9,14,9
9,0.6351,9,14,9
10,0.6068,9,15,9
11,0.6978,9,15,9
12,0.7055,9,15,9
13,0.7127,9,15,9
14,0.723,9,15,9
15,0.7353,9,15,9
16,0.73,9,15,9
17,0.7286,9,15,9
18,0.7538,9,15,9
19,0.7478,9,15,9
20,0.7643,9,15,9
21,0.7632,9,15,9
22,0.77,9,15,9
23,0.7515,9,15,9
24,0.7771,9,15,9
25,0.7755,9,15,9
26,0.7926,9,15,9
27,0.7938,9,15,9
28,0.8006,9,15,9
29,0.7968,9,15,9
30,0.7962,9,15,9
31,0.8022,9,15,9
32,0.7998,9,15,9
33,0.81,9,15,9
34,0.8146,9,15,9
35,0.812,9,15,9
36,0.8166,9,15,9
37,0.8192,9,15,9
38,0.8219,9,15,9
39,0.8135,9,15,9
40,0.8274,9,15,9
41,0.8317,9,15,9
42,0.826,9,15,9
43,0.8258,9,15,9
44,0.8253,9,15,9
45,0.8244,9,15,9
46,0.8318,9,15,9
47,0.8326,9,15,9
48,0.8286,9,15,9
49,0.8346,9,15,9
