round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1,2,2,6
1,0.1,2,7,6
2,0.1179,4,11,6
3,0.1823,6,12,6
4,0.1966,6,12,6
5,0.2316,6,15,6
6,0.2374,6,16,6
7,0.2481,6,16,6
8,0.2708,6,17,6
9,0.2983,6,17,6
10,0.2978,6,17,6
11,0.3114,6,17,6
12,0.3148,6,17,6
13,0.3362,6,17,6
14,0.3301,6,17,6
15,0.3583,6,17,6
16,0.3542,6,17,6
17,0.3709,6,17,6
18,0.3667,6,17,6
19,0.3807,6,17,6
20,0.3969,6,17,6
21,0.3972,6,17,6
22,0.4022,6,17,6
23,0.4168,6,17,6
24,0.425,6,17,6
25,0.4272,6,17,6
26,0.4385,6,17,6
27,0.4456,6,17,6
28,0.4578,6,17,6
29,0.4537,6,17,6
30,0.4646,6,17,6
31,0.4568,6,17,6
32,0.4824,6,17,6
33,0.4671,6,17,6
34,0.488,6,17,6
35,0.489,6,17,6
36,0.4921,6,17,6
37,0.4838,6,17,6
38,0.5047,6,17,6
39,0.5032,6,17,6
40,0.4842,6,17,6
41,0.5132,6,17,6
42,0.5119,6,17,6
43,0.5128,6,17,6
44,0.5275,6,17,6
45,0.5122,6,17,6
46,0.534,6,17,6
47,0.5237,6,17,6
48,0.5389,6,17,6
49,0.5271,6,17,6
