round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.2087,2,3,9
1,0.4159,3,6,9
2,0.5848,6,9,9
3,0.6596,6,9,9
4,0.701,6,9,9
5,0.7191,6,9,9
6,0.7418,6,9,9
7,0.7366,6,9,9
8,0.7557,6,9,9
9,0.7627,6,9,9
10,0.7691,6,9,9
11,0.7806,7,11,9
12,0.7645,7,11,9
13,0.7902,7,11,9
14,0.762,7,11,9
15,0.7865,7,11,9
16,0.7872,7,11,9
17,0.7962,7,11,9
18,0.7659,7,11,9
19,0.7993,7,11,9
20,0.7905,7,11,9
21,0.7952,7,11,9
22,0.7897,7,11,9
23,0.7899,7,11,9
24,0.8049,7,11,9
25,0.7934,7,11,9
26,0.7944,7,11,9
27,0.8005,7,11,9
28,0.8039,7,11,9
29,0.8053,7,11,9
30,0.786,7,11,9
31,0.8118,7,11,9
32,0.7851,7,11,9
33,0.8043,7,11,9
34,0.7993,7,11,9
35,0.8082,7,11,9
36,0.7827,7,11,9
37,0.8156,7,11,9
38,0.789,7,11,9
39,0.8048,7,11,9
40,0.7948,7,11,9
41,0.8023,7,11,9
42,0.7969,7,11,9
43,0.8043,7,11,9
44,0.7859,7,11,9
45,0.8064,7,11,9
46,0.7562,7,11,9
47,0.8151,7,11,9
48,0.7529,7,11,9
49,0.8192,7,11,9
