round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1421,4,4,9
1,0.1724,4,8,9
2,0.2573,4,10,9
3,0.239,5,13,9
4,0.2483,5,13,9
5,0.2279,6,14,9
6,0.2815,6,14,9
7,0.2498,7,14,9
8,0.3044,7,14,9
9,0.2819,7,14,9
10,0.3123,7,14,9
11,0.3602,8,14,9
12,0.3501,8,14,9
13,0.3737,8,14,9
14,0.3721,8,14,9
15,0.3997,8,14,9
16,0.3548,8,14,9
17,0.4136,8,14,9
18,0.2533,8,16,9
19,0.437,8,16,9
20,0.3063,8,16,9
21,0.4463,8,16,9
22,0.3279,8,16,9
23,0.4497,8,16,9
24,0.3396,8,16,9
25,0.4554,8,16,9
26,0.3557,8,16,9
27,0.4543,8,16,9
28,0.3892,8,16,9
29,0.4656,8,16,9
30,0.3723,8,16,9
31,0.4733,8,16,9
32,0.3997,8,16,9
33,0.4766,8,16,9
34,0.4245,8,16,9
35,0.4754,8,16,9
36,0.4397,8,16,9
37,0.47,8,16,9
38,0.4606,8,16,9
39,0.4826,8,16,9
40,0.4378,8,16,9
41,0.4851,8,16,9
42,0.4549,8,16,9
43,0.488,8,16,9
44,0.467,8,16,9
45,0.4908,8,16,9
46,0.5122,8,16,9
47,0.4713,8,16,9
48,0.5145,8,16,9
49,0.4732,8,16,9
