round,acc,excluded_malicious,excluded_honest,n_malicious
0,0.1452,5,3,6
1,0.3191,5,3,6
2,0.4686,5,3,6
3,0.5627,5,3,6
4,0.6256,5,3,6
5,0.6735,5,3,6
6,0.6959,5,3,6
7,0.7117,5,3,6
8,0.7286,5,3,6
9,0.7455,5,3,6
10,0.7539,5,3,6
11,0.7565,5,3,6
12,0.7637,5,3,6
13,0.7695,5,3,6
14,0.7693,5,3,6
15,0.7765,5,3,6
16,0.7708,5,3,6
17,0.7731,5,3,6
18,0.7709,5,3,6
19,0.7768,5,3,6
20,0.7768,5,3,6
21,0.7786,5,3,6
22,0.8121,6,4,6
23,0.8213,6,5,6
24,0.8224,6,5,6
25,0.828,6,5,6
26,0.8311,6,5,6
27,0.8337,6,5,6
28,0.8391,6,5,6
29,0.8395,6,5,6
30,0.8395,6,5,6
31,0.8439,6,5,6
32,0.8457,6,5,6
33,0.8465,6,5,6
34,0.8448,6,5,6
35,0.8473,6,5,6
36,0.8465,6,5,6
37,0.8497,6,5,6
38,0.849,6,5,6
39,0.8502,6,5,6
40,0.8527,6,5,6
41,0.851,6,5,6
42,0.8522,6,5,6
43,0.8535,6,5,6
44,0.8494,6,5,6
45,0.8534,6,5,6
46,0.8522,6,5,6
47,0.8519,6,5,6
48,0.8547,6,5,6
49,0.8528,6,5,6
