round,acc,t_round_s,n_malicious
0,0.31304429694487595,1.1252813000028254,3
1,0.40319163959892673,0.9933846999920206,3
2,0.4208915878171633,0.9639603999967221,3
3,0.44023913759826766,1.0316195999912452,3
4,0.4718730876053288,0.9427077000000281,3
5,0.49437461752106576,1.0009890000073938,3
6,0.4949865838158452,0.9480670000048121,3
7,0.5130160523466554,0.9284116000053473,3
8,0.5794379324954102,0.9392995999951381,3
9,0.5824977639693075,0.9997345000010682,3
10,0.5961963941062939,0.9908357999956934,3
11,0.5856988184343078,0.9610241000045789,3
12,0.6104599162076919,1.0083420000009937,3
13,0.6091418349573977,0.9688442000042414,3
14,0.6089535376359271,0.9793760999891674,3
15,0.6107423621898979,0.9569948999996996,3
16,0.6122958150920303,0.9513154000014765,3
17,0.6110248081721038,0.9828994999988936,3
18,0.6039636586169562,0.930905499990331,3
19,0.5871581226757049,0.9235006000089925,3
20,0.6079179023678388,1.030228999996325,3
21,0.5750600197712188,0.9854897000041092,3
22,0.6264651885326932,0.9559095000004163,3
23,0.6343736760344584,0.9565334999933839,3
24,0.6158263898696041,0.983403799997177,3
25,0.6141317139763687,0.9654668000002857,3
26,0.6294779456762227,0.9534177000023192,3
27,0.5518994492303347,0.9542020999942906,3
28,0.6316904392035023,0.9662799999932759,3
29,0.631455067551664,0.9131812999985414,3
30,0.6357859059454879,0.9790445000107866,3
31,0.6178505860754131,0.9766125000023749,3
32,0.6265593371934284,1.0512810999935027,3
33,0.621898978487031,0.9200744999980088,3
34,0.6267005601845314,0.9255099000001792,3
35,0.6261356682201196,0.9690097999991849,3
36,0.622181424469237,0.9574378999968758,3
37,0.6346561220166643,0.9466954000090482,3
38,0.6505201713505625,0.9292467000050237,3
39,0.6218048298262957,0.9754428999876836,3
40,0.6311255472390905,0.9340382000082172,3
41,0.6334792637574731,0.9658614000072703,3
42,0.6269830061667373,0.9264219000033336,3
43,0.629713317328061,0.9833476999920094,3
44,0.634420750364826,1.0153772000048775,3
45,0.625806147907546,0.9300050000019837,3
46,0.6353622369721791,0.9432457999937469,3
47,0.6257119992468108,0.9494257000042126,3
48,0.6023160570540884,0.9181468000024324,3
49,0.6416231229110766,0.9308357999980217,3
