round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.1263,74.1050295999994,6,0,0,5,3,2,0.0,0.0,0.99
1,0.1473,74.46296470000016,6,0,0,6,5,4,0.0,0.0,0.8631111111111112
2,0.2435,74.87395929999911,6,0,0,5,0,0,0.0,0.0,0.42044444444444445
3,0.2485,74.28086500000063,6,0,0,6,4,4,0.0,0.0,0.42288888888888887
4,0.3067,73.74702529999922,6,0,0,5,4,3,0.0,0.0,0.31566666666666665
5,0.2926,71.20274400000199,6,0,0,4,4,3,0.0,0.0,0.3878888888888889
6,0.3582,70.87024250000104,6,0,0,4,4,3,0.048,0.0,0.2581111111111111
7,0.3592,66.65531170000031,6,0,0,5,4,2,0.083,0.005,0.43266666666666664
8,0.3932,70.57599459999983,6,0,0,5,3,1,0.093,0.014,0.6013333333333334
9,0.3955,65.29281860000265,6,0,0,5,5,2,0.083,0.021,0.9363333333333334
10,0.4033,69.09048320000147,6,0,0,5,3,2,0.076,0.027,0.7162222222222222
11,0.3988,65.6184211999971,6,0,0,5,4,2,0.069,0.028,0.7928888888888889
12,0.442,70.34927569999854,6,0,0,5,1,0,0.064,0.029,0.909
13,0.4283,74.2320772000021,6,0,0,5,4,2,0.06,0.03,0.9126666666666666
14,0.4529,63.26212210000085,6,0,0,5,1,0,0.056,0.028,0.9456666666666667
15,0.4429,71.52479749999839,6,0,0,4,3,1,0.052,0.026,0.9301111111111111
16,0.4775,72.62930520000009,6,0,0,5,2,0,0.049,0.025,0.9325555555555556
17,0.4735,73.82317919999696,6,0,0,6,1,1,0.046,0.023,0.9284444444444444
18,0.4913,73.49336949999997,6,0,0,4,1,1,0.044,0.022,0.9174444444444444
19,0.4792,68.88955980000173,6,0,0,6,6,4,0.042,0.021,0.9307777777777778
20,0.4958,73.56107820000034,6,0,0,4,3,1,0.04,0.022,0.944
21,0.4783,68.91749999999956,6,0,0,3,3,1,0.045,0.023,0.9148888888888889
22,0.4753,65.00452819999919,6,0,0,4,3,0,0.043,0.025,0.9673333333333334
23,0.4919,70.53239460000259,6,0,0,5,4,2,0.042,0.026,0.9266666666666666
24,0.5241,67.77290890000222,6,0,0,4,2,1,0.04,0.027,0.9297777777777778
25,0.5097,63.32921600000191,6,0,0,6,6,4,0.038,0.027,0.9444444444444444
26,0.5138,72.4982362999981,6,0,0,5,4,1,0.043,0.029,0.941
27,0.5097,72.28745330000311,6,0,0,5,5,3,0.048,0.03,0.94
28,0.5264,72.85983249999845,6,0,0,5,6,3,0.052,0.034,0.9432222222222222
29,0.5305,66.508314900002,6,0,0,5,3,2,0.05,0.036,0.9408888888888889
30,0.5424,71.74319289999767,6,0,0,5,3,2,0.048,0.038,0.9427777777777778
31,0.5414,69.16304209999726,6,0,0,5,3,2,0.047,0.039,0.929
32,0.5505,72.38127410000016,6,0,0,5,4,3,0.045,0.04,0.934
33,0.5541,71.24688719999904,6,0,0,4,2,1,0.049,0.04,0.9367777777777778
34,0.565,74.8838614999986,6,0,0,4,3,1,0.052,0.039,0.9395555555555556
35,0.5717,56.408914900002856,6,0,0,5,1,0,0.051,0.038,0.9508888888888889
36,0.5479,38.32850239999971,6,0,0,4,5,4,0.05,0.037,0.9034444444444445
37,0.5732,38.45380610000211,6,0,0,6,3,1,0.048,0.037,0.9546666666666667
38,0.5649,39.22106210000129,6,0,0,6,6,4,0.047,0.037,0.9408888888888889
39,0.585,38.92338259999815,6,0,0,5,3,2,0.046,0.037,0.9431111111111111
40,0.5787,39.214814700000716,6,0,0,4,4,2,0.045,0.038,0.945
41,0.5767,38.230708300001425,6,0,0,5,5,3,0.048,0.039,0.9497777777777778
42,0.5921,38.943830099997285,6,0,0,6,4,3,0.05,0.04,0.9397777777777778
43,0.5925,38.11557449999964,6,0,0,5,2,1,0.049,0.04,0.9483333333333334
44,0.5938,37.768895400000474,6,0,0,6,4,3,0.048,0.04,0.9422222222222222
45,0.597,37.81832020000002,6,0,1,5,3,1,0.047,0.04,0.9557777777777777
46,0.6064,38.02637499999764,6,0,1,4,2,0,0.046,0.039,0.9606666666666667
47,0.6038,37.49460220000037,6,0,1,6,2,2,0.045,0.04,0.9415555555555556
48,0.6092,37.778041000001394,6,0,1,6,2,2,0.044,0.04,0.9504444444444444
49,0.6068,37.31807839999965,6,0,1,6,4,2,0.043,0.04,0.9657777777777777
