round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.1001,10.575440499997057,3,0,0,3,3,0,0.0,0.333,1.0
1,0.1204,10.871610500005772,3,0,0,3,5,1,0.167,0.426,0.9834444444444445
2,0.2217,11.014179399993736,3,0,0,3,1,0,0.111,0.321,0.15088888888888888
3,0.2394,10.5689612999995,3,0,0,3,5,2,0.25,0.361,0.35844444444444445
4,0.284,10.864135600000736,3,0,2,3,4,3,0.4,0.356,0.034444444444444444
5,0.2738,9.94429400000081,3,0,2,2,0,0,0.333,0.307,0.43644444444444447
6,0.3442,9.97357130000455,3,0,2,3,5,1,0.333,0.347,0.21544444444444444
7,0.3753,10.257367300000624,3,0,2,3,3,1,0.333,0.349,0.237
8,0.3923,10.16224460000376,3,0,2,3,2,2,0.37,0.334,0.31433333333333335
9,0.3817,10.075161300002947,3,0,2,3,5,3,0.433,0.352,0.192
10,0.4194,9.886659600000712,3,0,2,3,1,0,0.394,0.336,0.23366666666666666
11,0.4247,9.935428700002376,3,0,2,2,4,0,0.361,0.351,0.5434444444444444
12,0.4349,9.84884890000103,3,0,2,2,5,1,0.359,0.372,0.5046666666666667
13,0.4484,10.002047699999821,3,0,2,3,4,2,0.381,0.376,0.48933333333333334
14,0.4607,10.005925600002229,3,0,2,3,2,0,0.356,0.37,0.6373333333333333
15,0.4678,10.136512600001879,3,0,2,3,2,1,0.354,0.365,0.6603333333333333
16,0.4653,10.052309899998363,3,0,2,3,3,1,0.353,0.365,0.7007777777777778
17,0.4911,9.998849499999778,3,0,2,3,1,0,0.333,0.355,0.7441111111111111
18,0.456,10.051316099998076,3,0,2,3,7,3,0.368,0.377,0.49844444444444447
19,0.4814,10.379778900001838,3,0,2,2,2,0,0.35,0.372,0.7818888888888889
20,0.4976,10.49736600000324,3,0,2,3,2,0,0.333,0.368,0.8197777777777778
21,0.5024,10.435867300002428,3,0,2,2,1,0,0.318,0.36,0.843
22,0.5063,10.008017899999686,3,0,2,3,2,1,0.319,0.355,0.8081111111111111
23,0.4802,10.121898899997177,3,0,2,3,5,2,0.333,0.365,0.8298888888888889
24,0.5197,9.791638100003183,3,0,2,3,2,0,0.32,0.361,0.8547777777777777
25,0.5264,9.78600429999642,3,0,2,3,2,1,0.321,0.357,0.8547777777777777
26,0.5317,10.236383499999647,3,0,2,3,3,1,0.321,0.357,0.8901111111111111
27,0.5301,10.238232800002152,3,0,2,3,2,1,0.321,0.354,0.8515555555555555
28,0.5333,10.008162199999788,3,0,2,2,2,1,0.333,0.349,0.8325555555555556
29,0.533,10.014471599999524,3,0,2,3,3,1,0.333,0.349,0.8836666666666667
30,0.5458,9.870551300002262,3,0,2,3,2,0,0.323,0.347,0.9051111111111111
31,0.5508,9.751284699996177,3,0,2,3,3,0,0.312,0.349,0.8885555555555555
32,0.5582,10.205505900004937,3,0,2,1,3,0,0.303,0.351,0.8858888888888888
33,0.5656,10.148898200000986,3,0,2,3,0,0,0.294,0.342,0.9146666666666666
34,0.5555,9.805972099995415,3,0,2,3,2,1,0.295,0.341,0.8798888888888889
35,0.5681,10.016376700004912,3,0,2,3,5,1,0.296,0.348,0.9157777777777778
36,0.5792,9.795342600002186,3,0,2,3,1,0,0.288,0.343,0.9122222222222223
37,0.5783,10.155428400001256,3,0,2,3,2,1,0.289,0.341,0.9124444444444444
38,0.5758,10.330856200002017,3,0,2,3,3,1,0.291,0.341,0.8868888888888888
39,0.5815,10.075178599996434,3,0,2,3,3,0,0.283,0.343,0.9193333333333333
40,0.588,9.907001100000343,3,0,2,2,2,0,0.276,0.342,0.9168888888888889
41,0.585,9.68605789999856,3,0,2,3,3,1,0.278,0.343,0.9165555555555556
42,0.5722,10.015503300004639,3,0,2,3,2,1,0.279,0.341,0.9025555555555556
43,0.5975,10.060693899999023,3,0,2,3,2,1,0.28,0.339,0.9131111111111111
44,0.6095,10.144662600003358,3,0,2,3,1,0,0.274,0.336,0.9126666666666666
45,0.5711,10.019454100001894,3,0,2,3,5,1,0.275,0.341,0.9058888888888889
46,0.5987,10.039055999994162,3,0,2,3,4,1,0.277,0.344,0.9104444444444444
47,0.6042,10.113644999997632,3,0,2,3,3,2,0.285,0.344,0.8972222222222223
48,0.6097,10.059552200000326,3,0,2,3,2,1,0.286,0.342,0.906
49,0.6117,10.492361600001459,3,0,2,3,3,1,0.287,0.343,0.8991111111111111
