round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.1,11.758905700000469,9,0,0,6,3,1,0.111,0.381,1.0
1,0.1012,11.770437199993466,9,0,0,7,4,3,0.333,0.357,1.0
2,0.2142,11.742396299996471,9,0,0,7,1,1,0.333,0.238,0.8517777777777777
3,0.2434,11.617340700002387,9,0,0,5,4,3,0.417,0.25,0.7733333333333333
4,0.2854,11.7339187999969,9,0,0,6,4,3,0.467,0.257,0.5122222222222222
5,0.3203,11.95083980000345,9,0,0,6,3,3,0.481,0.246,0.7161111111111111
6,0.3615,11.560787299997173,9,0,0,7,2,1,0.429,0.245,0.9678888888888889
7,0.3761,11.703269300000102,9,0,0,6,1,0,0.375,0.232,0.9566666666666667
8,0.3943,11.38499839999713,9,0,0,7,3,2,0.358,0.243,0.9511111111111111
9,0.3808,11.732309099999839,9,0,0,7,5,3,0.367,0.271,0.9717777777777777
10,0.3834,11.573197900004743,9,0,0,7,3,1,0.343,0.281,0.9638888888888889
11,0.4147,11.422917800002324,9,0,0,8,5,5,0.37,0.294,0.9033333333333333
12,0.4416,11.288677199998347,9,0,0,7,2,2,0.359,0.286,0.9606666666666667
13,0.4153,11.4507397999987,9,0,0,7,4,2,0.349,0.299,0.9703333333333334
14,0.4602,11.464642099999764,9,0,0,8,2,2,0.341,0.292,0.965
15,0.4511,11.25387839999894,9,0,0,7,2,1,0.326,0.289,0.9602222222222222
16,0.4816,11.447130400003516,9,0,0,7,1,1,0.314,0.277,0.9538888888888889
17,0.479,11.360390500005451,9,0,0,8,1,1,0.302,0.267,0.9632222222222222
18,0.4903,11.32958960000542,9,0,0,8,1,1,0.292,0.258,0.9515555555555556
19,0.4767,11.458604899999045,9,0,0,6,6,3,0.3,0.279,0.965
20,0.4882,11.618265500001144,9,0,0,8,4,3,0.302,0.286,0.9728888888888889
21,0.4756,11.544165699997393,9,0,0,6,4,3,0.313,0.288,0.9491111111111111
22,0.4802,11.719688499993936,9,0,0,6,4,3,0.324,0.29,0.9694444444444444
23,0.486,11.491893500002334,9,0,0,7,4,3,0.324,0.296,0.9605555555555556
24,0.5136,11.483148799998162,9,0,0,7,3,1,0.32,0.297,0.9662222222222222
25,0.4973,11.819451499999559,9,0,0,7,6,5,0.329,0.31,0.9605555555555556
26,0.5015,11.499584700002742,9,0,0,6,5,3,0.342,0.314,0.9501111111111111
27,0.507,11.344326999998884,9,0,0,6,7,5,0.357,0.327,0.9383333333333334
28,0.532,11.479095000002417,9,0,0,8,6,6,0.372,0.333,0.9545555555555556
29,0.5312,11.560242699997616,9,0,0,9,3,3,0.37,0.332,0.9588888888888889
30,0.5391,11.896121300000232,9,0,0,8,3,2,0.366,0.332,0.9682222222222222
31,0.5211,11.603791400004411,9,0,0,6,4,3,0.368,0.333,0.9585555555555556
32,0.5464,11.60568410000269,9,0,0,6,4,3,0.37,0.335,0.9624444444444444
33,0.5531,11.363315299997339,9,0,0,6,2,1,0.366,0.331,0.9666666666666667
34,0.5583,11.342611599997326,9,0,0,8,3,3,0.365,0.329,0.9682222222222222
35,0.5626,11.679082799993921,9,0,0,7,2,1,0.361,0.325,0.9723333333333334
36,0.5394,11.486229799993453,9,0,0,7,5,4,0.366,0.329,0.9606666666666667
37,0.5629,11.632060999996611,9,0,0,9,4,4,0.368,0.331,0.9676666666666667
38,0.5572,11.545110000006389,9,0,0,6,6,3,0.37,0.339,0.9775555555555555
39,0.582,11.522099299996626,9,0,0,7,0,0,0.361,0.331,0.9703333333333334
40,0.5709,11.602903999999398,9,0,0,8,4,3,0.36,0.333,0.9788888888888889
41,0.5662,11.475309699999343,9,0,0,7,5,3,0.362,0.338,0.9723333333333334
42,0.5857,11.544023000002198,9,0,0,7,4,4,0.364,0.339,0.9668888888888889
43,0.5864,11.940633199999866,9,0,0,7,2,2,0.361,0.335,0.9726666666666667
44,0.5867,11.658268200000748,9,0,0,8,5,5,0.368,0.338,0.9658888888888889
45,0.5829,11.708684600002016,9,0,0,7,3,3,0.367,0.336,0.9755555555555555
46,0.5925,11.716529400000582,9,0,0,7,3,2,0.366,0.335,0.9736666666666667
47,0.6056,11.559949499998766,9,0,0,6,2,1,0.363,0.332,0.9674444444444444
48,0.605,11.388460599999235,9,0,0,6,2,1,0.361,0.329,0.9761111111111112
49,0.6036,11.286528600001475,9,0,0,6,5,3,0.362,0.333,0.9778888888888889
