round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1,28.55522319999909,6,0,1
1,0.1,28.248177399998895,6,0,1
2,0.1,27.824765999999727,6,1,1
3,0.1051,26.681945399999677,6,3,1
4,0.1246,26.106340199999977,6,4,1
5,0.1624,24.844619699999384,6,4,1
6,0.1537,26.041164800000843,6,4,1
7,0.1534,25.15174719999959,6,4,1
8,0.1579,25.101199599999745,6,4,1
9,0.1609,25.102699799999755,6,4,1
10,0.2195,25.05303780000031,6,4,1
11,0.2685,25.045063300000038,6,6,1
12,0.3203,23.44841339999948,6,6,1
13,0.3585,23.534558000001198,6,6,1
14,0.3756,23.438081400001465,6,6,1
15,0.3995,23.518600699999297,6,6,1
16,0.4016,23.676084800001263,6,6,1
17,0.4192,23.365150300000096,6,6,1
18,0.4235,23.568582500000048,6,6,1
19,0.4399,23.503937100000257,6,6,1
20,0.4449,23.68085489999976,6,6,1
21,0.4592,23.229476699998486,6,6,1
22,0.4634,23.67801900000086,6,6,1
23,0.4734,23.67106059999969,6,6,1
24,0.4725,23.529852200001187,6,6,1
25,0.4818,23.505323299999873,6,6,1
26,0.4864,23.3390404999991,6,6,1
27,0.4976,23.4734241999995,6,6,1
28,0.499,23.365098499998567,6,6,1
29,0.5054,23.489304899998388,6,6,1
