round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,asr
0,0.1005,5.995070700009819,6,0,0,0.9997777777777778
1,0.1877,5.339764000003925,6,0,0,0.5004444444444445
2,0.2559,5.441348199994536,6,0,0,0.3557777777777778
3,0.2777,5.4783147999987705,6,0,0,0.472
4,0.3136,5.456767600000603,6,0,0,0.3141111111111111
5,0.359,5.5419731000001775,6,0,0,0.44922222222222224
6,0.381,5.313872899991111,6,0,0,0.4073333333333333
7,0.3889,5.355105499998899,6,0,0,0.7038888888888889
8,0.4089,5.411368899993249,6,0,0,0.5174444444444445
9,0.4301,5.653635400012718,6,0,0,0.8603333333333333
10,0.4359,5.524720699992031,6,0,0,0.8854444444444445
11,0.4391,5.483117900002981,6,0,0,0.9172222222222223
12,0.4528,5.378508099995088,6,0,0,0.9252222222222222
13,0.4672,5.397263299993938,6,0,0,0.9303333333333333
14,0.466,5.526696800006903,6,0,0,0.9245555555555556
15,0.4763,5.419376699996064,6,0,0,0.9151111111111111
16,0.4865,5.354061999998521,6,0,0,0.9352222222222222
17,0.4945,5.383780000003753,6,0,0,0.937
18,0.4953,4.581459900000482,6,0,0,0.9347777777777778
19,0.4994,4.479354399998556,6,0,0,0.9463333333333334
20,0.5083,4.473237300000619,6,0,0,0.9455555555555556
21,0.5202,5.420549100002972,6,0,0,0.9481111111111111
22,0.5194,5.5404275999899255,6,0,0,0.9485555555555556
23,0.531,5.444230099994456,6,0,0,0.9505555555555556
24,0.5303,5.338449699993362,6,0,0,0.9481111111111111
25,0.5352,5.459255900001153,6,0,0,0.947
26,0.5391,5.358699700009311,6,0,0,0.9521111111111111
27,0.5443,5.384187899995595,6,0,0,0.9447777777777778
28,0.5476,5.4250399000011384,6,0,0,0.9498888888888889
29,0.5585,5.343233599996893,6,0,0,0.9605555555555556
30,0.5517,5.413037599995732,6,0,0,0.957
31,0.5645,5.325080100010382,6,0,0,0.9582222222222222
32,0.5702,5.312193600009778,6,0,0,0.9514444444444444
33,0.5695,5.440853799998877,6,0,0,0.9525555555555556
34,0.5732,5.301385099999607,6,0,0,0.9524444444444444
35,0.5811,5.499853599991184,6,0,0,0.948
36,0.5833,5.326199000002816,6,0,0,0.9466666666666667
37,0.5851,5.3500319000013405,6,0,1,0.9571111111111111
38,0.5928,5.060540899998159,6,0,1,0.9593333333333334
39,0.5893,5.1742771999997785,6,0,1,0.9622222222222222
40,0.6015,4.857400999986567,6,0,2,0.9552222222222222
41,0.6026,4.255402199996752,6,0,2,0.9565555555555556
42,0.6054,3.7820662000012817,6,0,2,0.9605555555555556
43,0.6089,3.733823199989274,6,0,2,0.9597777777777777
44,0.6075,4.166742699992028,6,0,2,0.9597777777777777
45,0.6095,4.7616910000069765,6,0,2,0.9511111111111111
46,0.6136,5.206013300004997,6,0,2,0.9578888888888889
47,0.6173,5.183178100007353,6,0,2,0.955
48,0.6137,5.041509100003168,6,0,2,0.9532222222222222
49,0.6228,5.0937132999970345,6,0,2,0.9582222222222222
