round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.1,11.445239100001345,6,0,0,5,2,1,0.167,0.208,1.0
1,0.1544,11.497668999996677,6,0,0,6,1,1,0.167,0.146,0.8644444444444445
2,0.2596,11.967526999993424,6,0,0,5,5,3,0.333,0.25,0.13244444444444445
3,0.2532,11.843387700006133,6,0,0,5,7,4,0.458,0.354,0.22544444444444445
4,0.2702,11.84972380000545,6,0,1,4,1,0,0.367,0.308,0.7101111111111111
5,0.3278,11.435500100000354,6,0,1,5,4,4,0.417,0.318,0.07422222222222222
6,0.3667,11.197814500003005,6,0,1,6,2,2,0.405,0.313,0.6993333333333334
7,0.4031,11.382846900000004,6,0,1,5,3,2,0.396,0.315,0.7432222222222222
8,0.3464,11.270983499998692,6,0,2,5,4,3,0.426,0.32,0.45811111111111114
9,0.4252,11.129639500002668,6,0,2,5,2,0,0.383,0.32,0.9675555555555555
10,0.4342,11.033406499998819,6,0,2,5,5,3,0.409,0.342,0.9225555555555556
11,0.4241,11.011713100000634,6,0,2,6,3,3,0.417,0.34,0.944
12,0.433,11.39532319999853,6,0,2,4,4,1,0.397,0.354,0.9354444444444444
13,0.4471,11.527426799999375,6,0,2,6,4,2,0.393,0.363,0.9443333333333334
14,0.4402,11.475291799994011,6,0,2,6,2,1,0.378,0.36,0.9643333333333334
15,0.4561,10.781439200000023,6,0,2,5,5,3,0.396,0.373,0.9546666666666667
16,0.4798,10.881041200002073,6,0,2,6,4,2,0.392,0.379,0.9676666666666667
17,0.4516,11.000960600002145,6,0,2,4,4,2,0.398,0.383,0.9251111111111111
18,0.4896,10.98477450000064,6,0,2,5,1,1,0.386,0.371,0.9655555555555555
19,0.4964,11.035305200006405,6,0,2,4,0,0,0.367,0.355,0.9568888888888889
20,0.4887,11.04363700000249,6,0,2,5,5,2,0.365,0.367,0.9691111111111111
21,0.4834,10.93037650000042,6,0,2,5,2,1,0.356,0.363,0.9573333333333334
22,0.5225,10.881671600000118,6,0,2,5,0,0,0.341,0.35,0.9557777777777777
23,0.5224,10.64658369999961,6,0,2,4,0,0,0.326,0.338,0.9621111111111111
24,0.5252,10.89811990000453,6,0,2,5,1,1,0.32,0.331,0.959
25,0.5277,10.954369699997187,6,0,2,6,4,3,0.327,0.335,0.9424444444444444
26,0.5234,11.248815400002059,6,0,2,4,4,1,0.321,0.342,0.971
27,0.5241,11.04567490000045,6,0,2,4,4,2,0.321,0.347,0.9652222222222222
28,0.5287,11.06337579999672,6,0,2,6,5,3,0.328,0.356,0.9671111111111111
29,0.5239,11.046560900002078,6,0,2,4,5,2,0.328,0.364,0.9562222222222222
30,0.5511,11.2104216000007,6,0,2,6,3,2,0.328,0.364,0.9701111111111111
31,0.5476,11.198075899999822,6,0,2,6,3,2,0.328,0.364,0.9664444444444444
32,0.5545,10.93588969999837,6,0,2,5,4,1,0.323,0.369,0.9753333333333334
33,0.5708,11.244535599995288,6,0,2,4,1,0,0.314,0.364,0.9705555555555555
34,0.5627,11.233465800003614,6,0,2,4,3,0,0.305,0.366,0.9685555555555555
35,0.5743,11.247671299999638,6,0,2,5,1,1,0.301,0.36,0.9673333333333334
36,0.5692,11.123105899998336,6,0,2,5,2,2,0.302,0.356,0.9654444444444444
37,0.5854,11.1612180000011,6,0,2,5,1,0,0.294,0.352,0.9623333333333334
38,0.5884,11.136535400000867,6,0,2,5,3,1,0.291,0.353,0.9731111111111111
39,0.5846,11.198212000002968,6,0,2,4,3,1,0.288,0.354,0.9672222222222222
40,0.5814,11.101390800002264,6,0,2,5,2,2,0.289,0.351,0.9663333333333334
41,0.5902,11.19706430000224,6,0,2,5,3,1,0.286,0.352,0.9761111111111112
42,0.57,11.615429199999198,6,0,2,6,5,3,0.291,0.357,0.9688888888888889
43,0.5951,11.514301199997135,6,0,2,6,2,1,0.288,0.356,0.9637777777777777
44,0.5943,11.272278299999016,6,0,2,4,2,0,0.281,0.355,0.9733333333333334
45,0.6097,11.472358199993323,6,0,2,4,1,1,0.283,0.349,0.9562222222222222
46,0.5973,11.208630600005563,6,0,2,3,2,0,0.277,0.349,0.9721111111111111
47,0.6209,11.39008979999926,6,0,2,5,0,0,0.271,0.343,0.9698888888888889
48,0.61,11.061272300001292,6,0,2,5,2,1,0.269,0.341,0.9651111111111111
49,0.6167,10.893999899999471,6,0,2,5,2,1,0.267,0.34,0.9632222222222222
