round,acc,t_round_s,n_malicious,asr
0,0.1178,10.702499700000317,3,0.919
1,0.2729,10.393789899999774,3,0.16966666666666666
2,0.29,10.360537999999906,3,0.20022222222222222
3,0.3106,10.151779700000134,3,0.16033333333333333
4,0.3372,10.182421900000008,3,0.1318888888888889
5,0.3532,10.11569210000016,3,0.11288888888888889
6,0.3596,10.229877000000215,3,0.1401111111111111
7,0.3876,10.235698800000137,3,0.08511111111111111
8,0.3972,10.2624023999997,3,0.13344444444444445
9,0.4157,10.236075700000129,3,0.07733333333333334
10,0.4375,10.126621399999749,3,0.07977777777777778
11,0.441,10.609140199999729,3,0.10411111111111111
12,0.4535,10.740052699999978,3,0.08877777777777777
13,0.4575,9.90149479999991,3,0.09655555555555556
14,0.47,9.876112399999784,3,0.08044444444444444
15,0.4764,9.816562599999997,3,0.10888888888888888
16,0.489,9.907828300000347,3,0.08566666666666667
17,0.4832,9.907236600000033,3,0.11222222222222222
18,0.5019,9.723504800000228,3,0.09533333333333334
19,0.5028,9.799179800000275,3,0.11777777777777777
20,0.5102,9.79254630000014,3,0.12144444444444444
21,0.5147,9.739641899999697,3,0.10977777777777778
22,0.5209,10.149603200000001,3,0.1401111111111111
23,0.527,9.779888799999753,3,0.1461111111111111
24,0.5318,10.018219200000203,3,0.14844444444444443
25,0.5289,9.67269750000014,3,0.17455555555555555
26,0.5382,9.769176799999968,3,0.19755555555555557
27,0.54,9.841826200000014,3,0.201
28,0.5471,10.16146149999986,3,0.2031111111111111
29,0.5517,9.765872100000252,3,0.23244444444444445
30,0.5516,9.766916100000344,3,0.24155555555555555
31,0.5588,9.780415899999753,3,0.2702222222222222
32,0.5633,9.713273299999855,3,0.26511111111111113
33,0.5678,10.220173499999873,3,0.2985555555555556
34,0.5705,9.82231580000007,3,0.33044444444444443
35,0.5804,9.840898200000083,3,0.346
36,0.5784,9.930960199999845,3,0.33466666666666667
37,0.583,9.941279600000144,3,0.3837777777777778
38,0.5883,10.325015700000222,3,0.41455555555555557
39,0.5905,10.520723999999973,3,0.402
40,0.5969,9.752698599999803,3,0.43633333333333335
41,0.5962,9.771121900000253,3,0.44855555555555554
42,0.6015,9.753241700000217,3,0.4691111111111111
43,0.6036,9.820571100000052,3,0.47555555555555556
44,0.6095,9.818473899999844,3,0.47244444444444444
45,0.6121,9.869608299999982,3,0.5047777777777778
46,0.614,9.731335099999797,3,0.5248888888888888
47,0.6195,9.831000000000131,3,0.5065555555555555
48,0.6206,9.69871460000013,3,0.5687777777777778
49,0.6223,9.758800999999949,3,0.5498888888888889
