round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest,n_dirty,n_flagged,dirty_flagged,susp_mal,susp_hon,asr
0,0.1528,10.694326799995906,3,0,0,3,1,0,0.0,0.111,0.6697777777777778
1,0.2463,11.025087699999858,3,0,0,2,1,1,0.333,0.074,0.24066666666666667
2,0.246,10.959848500002408,3,0,0,3,5,2,0.444,0.21,0.042888888888888886
3,0.2709,10.759432500002731,3,0,0,3,5,3,0.583,0.269,0.07955555555555556
4,0.2453,10.63372420000087,3,1,0,3,2,1,0.533,0.252,0.24
5,0.3089,10.457345499999064,3,1,0,2,4,1,0.544,0.278,0.08266666666666667
6,0.3269,10.616094800003339,3,1,0,2,3,0,0.505,0.296,0.049666666666666665
7,0.34,10.627868600000511,3,1,0,2,6,1,0.517,0.338,0.08055555555555556
8,0.3905,11.16118359999382,3,1,0,2,4,2,0.563,0.342,0.049
9,0.4197,11.11044949999632,3,1,0,2,2,1,0.567,0.326,0.09766666666666667
10,0.4231,11.209918400003517,3,1,0,2,3,0,0.539,0.327,0.1288888888888889
11,0.4452,11.185426100004406,3,1,0,2,3,0,0.517,0.327,0.15388888888888888
12,0.3944,11.255236200006038,3,1,0,2,6,1,0.523,0.35,0.23277777777777778
13,0.434,11.251921399998537,3,1,2,2,5,1,0.529,0.362,0.07622222222222222
14,0.443,10.644529999997758,3,1,2,1,3,1,0.556,0.359,0.124
15,0.4801,10.707519800002046,3,1,2,2,2,0,0.537,0.354,0.1847777777777778
16,0.437,10.720432599999185,3,1,2,2,4,0,0.522,0.362,0.27211111111111114
17,0.4567,10.782345200001146,3,1,2,2,4,2,0.544,0.366,0.1458888888888889
18,0.4814,11.018068500001391,3,1,2,2,2,1,0.547,0.359,0.2776666666666667
19,0.4768,11.160305500001414,3,1,2,2,2,0,0.533,0.355,0.386
20,0.5037,10.943748799996683,3,1,2,2,2,0,0.521,0.351,0.365
21,0.5122,10.446867700004077,3,1,2,2,1,0,0.509,0.342,0.469
22,0.5244,10.11033270000189,3,1,2,2,0,0,0.499,0.33,0.486
23,0.5019,10.110572800003865,3,1,2,2,2,0,0.489,0.328,0.5515555555555556
24,0.5404,10.361142900001141,3,1,2,1,0,0,0.48,0.317,0.632
25,0.5098,10.389358499996888,3,1,2,2,3,0,0.472,0.319,0.7403333333333333
26,0.527,10.65674179999769,3,1,2,2,4,0,0.464,0.326,0.7974444444444444
27,0.5315,10.870775700001104,3,1,2,2,0,0,0.457,0.316,0.6786666666666666
28,0.5417,10.684285499999532,3,1,2,2,4,1,0.462,0.321,0.6998888888888889
29,0.5462,10.598032399997464,3,1,2,2,3,1,0.467,0.322,0.7374444444444445
30,0.5466,10.592056400004367,3,1,2,2,4,1,0.471,0.327,0.7253333333333334
31,0.5475,10.443542999993952,3,1,2,2,2,0,0.465,0.325,0.7921111111111111
32,0.5609,10.424821699998574,3,1,2,2,2,1,0.469,0.322,0.7658888888888888
33,0.5713,10.512000900002022,3,1,3,2,1,0,0.463,0.318,0.8222222222222222
34,0.5706,10.17981310000323,3,1,3,2,2,0,0.457,0.317,0.8084444444444444
35,0.5702,10.259048299994902,3,1,3,2,4,2,0.47,0.321,0.7608888888888888
36,0.5668,10.157613800001855,3,1,3,2,3,1,0.474,0.322,0.764
37,0.5543,10.560198999999557,3,1,3,2,5,1,0.477,0.329,0.8106666666666666
38,0.5968,10.414211000002979,3,1,3,1,1,0,0.472,0.325,0.8255555555555556
39,0.5922,10.401804200002516,3,1,3,2,1,0,0.467,0.322,0.8615555555555555
40,0.5965,10.201302400004352,3,1,3,2,2,0,0.462,0.321,0.8352222222222222
41,0.5873,10.214070100002573,3,1,3,2,1,1,0.465,0.317,0.8391111111111111
42,0.5926,10.273808199999621,3,1,3,2,3,1,0.468,0.318,0.8552222222222222
43,0.6099,10.117639899995993,3,1,3,2,3,1,0.471,0.32,0.8395555555555556
44,0.6022,10.172100600000704,3,1,3,2,3,1,0.474,0.321,0.7971111111111111
45,0.5892,10.42891470000177,3,1,3,2,4,2,0.484,0.323,0.7194444444444444
46,0.6074,10.212675800001307,3,1,3,2,3,2,0.494,0.324,0.8144444444444444
47,0.6169,10.103178000004846,3,1,3,2,1,0,0.489,0.321,0.7853333333333333
48,0.6237,10.211655499995686,3,1,3,1,1,0,0.484,0.318,0.8254444444444444
49,0.6217,10.283559300005436,3,1,3,2,1,0,0.48,0.315,0.8215555555555556
