round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1515,28.035728400000153,3,0,1
1,0.2518,27.21215029999985,3,3,1
2,0.2454,25.617138199999317,3,3,2
3,0.295,24.37927590000072,3,3,2
4,0.2899,24.881551800001034,3,3,2
5,0.3372,24.691930299999512,3,3,2
6,0.3553,24.553848700001254,3,3,2
7,0.38,24.581309400000464,3,3,2
8,0.4089,24.432601800001066,3,3,2
9,0.4076,24.54203300000154,3,3,2
10,0.4312,24.86827860000085,3,3,2
11,0.4304,24.61827919999996,3,3,2
12,0.4552,24.629464199999347,3,3,2
13,0.4598,24.668008700000428,3,3,2
14,0.4773,24.39431589999913,3,3,2
15,0.4805,24.55717530000038,3,3,2
16,0.4885,24.19564850000097,3,3,2
17,0.4909,24.329968400001235,3,3,2
18,0.5002,24.65253500000108,3,3,2
19,0.5081,24.427592600000935,3,3,2
20,0.5152,24.671385100002226,3,3,2
21,0.5141,24.464716800001042,3,3,2
22,0.5238,24.394713599998795,3,3,2
23,0.5294,24.619879599998967,3,3,2
24,0.5356,24.301434100001643,3,3,2
25,0.5357,24.671736500000407,3,3,2
26,0.5407,24.44191359999968,3,3,2
27,0.5409,24.891783600000053,3,3,2
28,0.5497,24.819790600002307,3,3,2
29,0.547,24.6115807999995,3,3,2
