round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1232,31.507161200002884,9,1,1
1,0.198,30.556569100008346,9,1,1
2,0.2351,30.49805650000053,9,1,1
3,0.2664,30.421493599991663,9,1,1
4,0.2922,30.47709629999008,9,1,1
5,0.3233,30.895038699993165,9,1,1
6,0.3528,30.849600199988345,9,1,1
7,0.3543,33.006394100011676,9,1,1
8,0.3867,31.760510100008105,9,1,1
9,0.3823,30.46263349999208,9,1,1
10,0.4062,31.508767799998168,9,1,1
11,0.409,30.96096409999882,9,1,1
12,0.4213,31.39362240000628,9,1,1
13,0.4285,30.98639849999745,9,1,1
14,0.4407,32.948016900001676,9,1,1
15,0.445,32.80887390000862,9,1,1
16,0.4499,34.227413000000524,9,2,1
17,0.4499,30.590991699995357,9,2,1
18,0.4754,30.14663410000503,9,2,1
19,0.474,33.39076870000281,9,2,1
20,0.4774,31.886757100000978,9,2,1
21,0.4903,31.595948900008807,9,2,1
22,0.4959,30.59428509999998,9,2,1
23,0.4972,31.229836900005466,9,2,1
24,0.5038,30.350358499999857,9,2,1
25,0.5052,31.439742799993837,9,2,1
26,0.5102,30.138501900000847,9,2,1
27,0.5161,29.515746399993077,9,2,1
28,0.5269,29.6568385999999,9,2,1
29,0.5242,29.591050700008054,9,2,1
