round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1002,28.513507199999367,6,0,1
1,0.1,27.029046499999822,6,1,1
2,0.1,26.24384040000041,6,3,1
3,0.137,24.975674600000275,6,4,2
4,0.1662,23.52013309999893,6,5,2
5,0.2033,22.699373000001287,6,5,2
6,0.2304,23.020433399999092,6,5,2
7,0.2831,23.308740000000398,6,6,3
8,0.2796,21.81959850000021,6,6,4
9,0.3366,20.721835599999395,6,6,5
10,0.379,19.960854999999356,6,6,5
11,0.3685,20.14770470000076,6,6,5
12,0.4039,19.963044699999955,6,6,5
13,0.3906,19.722448799999256,6,6,5
14,0.428,19.955278199999157,6,6,5
15,0.4424,19.823895799998354,6,6,5
16,0.4547,19.823932600000262,6,6,5
17,0.4559,20.081303500001013,6,6,5
18,0.4578,19.849330299999565,6,6,5
19,0.4797,19.944558999999572,6,6,5
20,0.4668,20.13892499999929,6,6,5
21,0.4821,19.733030400000644,6,6,5
22,0.4958,19.978123999999298,6,6,5
23,0.5037,19.707068399999116,6,6,5
24,0.4964,19.85656580000068,6,6,5
25,0.5129,20.02895250000074,6,6,5
26,0.5145,19.841641900000468,6,6,5
27,0.522,19.960211799998433,6,6,5
28,0.5253,19.963234400000147,6,6,5
29,0.5216,19.744615199999316,6,6,5
