round,acc,t_round_s,n_malicious,excluded_malicious,excluded_honest
0,0.1756,9.731160199997248,0,0,1
1,0.2836,8.446257100004004,0,0,1
2,0.2809,8.320973299996695,0,0,2
3,0.3163,7.8407031999959145,0,0,2
4,0.3346,8.643137400009437,0,0,2
5,0.355,8.754709800006822,0,0,2
6,0.3776,7.8060893999936525,0,0,2
7,0.3884,8.545987499994226,0,0,2
8,0.4173,8.662513199989917,0,0,2
9,0.4224,8.630524700012757,0,0,2
10,0.4426,8.598125799995614,0,0,2
11,0.4506,8.757592400012072,0,0,2
12,0.461,8.715887600003043,0,0,2
13,0.4754,8.68242499997723,0,0,2
14,0.4725,8.705965200002538,0,0,2
15,0.487,8.725402799987933,0,0,2
16,0.4941,8.6237593999831,0,0,2
17,0.498,8.705021900008433,0,0,2
18,0.5091,8.659472500003176,0,0,2
19,0.5117,8.65781330000027,0,0,2
20,0.5186,8.589455000008456,0,0,2
21,0.5161,8.641714700002922,0,0,2
22,0.5216,8.62816429999657,0,0,2
23,0.5344,8.770202500018058,0,0,2
24,0.5323,8.627228199999081,0,0,2
25,0.5402,8.655597300006775,0,0,2
26,0.5457,8.560024700011127,0,0,2
27,0.5466,8.63039619999472,0,0,2
28,0.5581,8.544946999987587,0,0,2
29,0.5522,8.638156399974832,0,0,2
30,0.5641,8.606786999996984,0,0,2
31,0.5623,8.685175399994478,0,0,2
32,0.5727,8.709644399990793,0,0,2
33,0.5766,8.657737100002123,0,0,2
34,0.5763,8.685935499990592,0,0,2
35,0.5843,8.665857300016796,0,0,2
36,0.5827,8.553141199983656,0,0,2
37,0.5902,8.621847200003685,0,0,2
38,0.5938,8.570713299995987,0,0,2
39,0.6002,8.66426349998801,0,0,2
40,0.5994,8.592517800017959,0,0,2
41,0.6059,8.584207199979573,0,0,2
42,0.607,8.636658800009172,0,0,2
43,0.6103,8.672596900025383,0,0,2
44,0.6182,8.735637600009795,0,0,2
45,0.6156,8.764738999976544,0,0,2
46,0.6227,8.60190939999302,0,0,2
47,0.6249,8.578777700022329,0,0,2
48,0.624,7.575042000011308,0,0,2
49,0.6267,8.28893410001183,0,0,3
